supplier_id,supplier_name,region,country,contact_email,contract_start,contract_end,on_time_delivery_rate,quality_score,total_orders_supplied,contract_end_year,contract_end_month,contract_end_day,contract_end_weekday
5140,2603,4,3486,2753,2020-04-30,2021-12-20,0.18181818181818166,0.545454545454545,0.7050387596899226,2021,12,20,0
7469,2603,1,2776,0,2018-05-10,2025-12-07,1.0,0.9999999999999991,0.04186046511627911,2025,12,7,6
5875,2603,1,2776,3012,2018-11-03,2023-09-01,0.9090909090909083,0.45454545454545414,0.08294573643410852,2023,9,1,4
4960,6207,4,1816,3436,2021-06-21,2025-09-01,1.0,0.9999999999999991,0.7755813953488373,2025,9,1,0
7225,2603,2,2776,2753,2020-07-22,2021-12-05,1.0,0.45454545454545414,0.0678294573643411,2021,12,5,6
924,681,0,473,7328,2018-05-10,2023-06-05,0.545454545454545,0.9999999999999991,0.00038759689922482354,2023,6,5,0
3022,1794,1,2776,565,2021-01-10,2024-06-24,1.0,0.0,0.27829457364341087,2024,6,24,0
308,7605,0,2796,2753,2021-07-22,2026-01-12,0.09090909090909083,0.6363636363636358,0.6069767441860465,2026,1,12,0
2751,3148,1,291,5306,2018-12-05,2023-06-18,0.3636363636363633,0.9999999999999991,0.3201550387596899,2023,6,18,6
3859,8413,2,2776,3503,2021-07-22,2024-06-14,0.8181818181818183,0.9999999999999991,0.6089147286821706,2024,6,14,4
2751,2603,0,8731,6227,2019-02-10,2022-11-01,0.0,0.545454545454545,0.5608527131782945,2022,11,1,1
1530,2662,3,7923,2753,2018-05-10,2021-12-01,0.7272727272727266,0.9999999999999991,0.39806201550387593,2021,12,1,2
394,8965,1,291,1095,2018-05-10,2022-03-18,0.7272727272727266,0.9090909090909092,0.13604651162790699,2022,3,18,4
1105,5311,1,4754,6274,2018-07-14,2025-05-13,0.0,0.545454545454545,0.0,2025,5,13,1
7467,4495,0,1413,6227,2021-07-01,2021-12-01,0.545454545454545,0.9999999999999991,0.39147286821705424,2021,12,1,2
5414,7902,4,4465,273,2021-01-04,2023-09-20,0.0,0.3636363636363642,0.07286821705426355,2023,9,20,2
2751,15,1,291,8756,2018-06-02,2021-12-01,0.09090909090909083,0.0,0.1263565891472868,2021,12,1,2
3190,8579,1,3995,273,2018-05-10,2023-09-12,0.545454545454545,0.3636363636363642,0.3124031007751938,2023,9,12,1
332,6352,4,8638,2753,2019-05-01,2026-01-12,0.0,0.9090909090909092,0.18643410852713177,2026,1,12,0
1616,1395,2,924,5579,2019-11-22,2025-03-16,0.0,0.0,0.3174418604651163,2025,3,16,6
5412,3564,1,0,2753,2021-06-05,2025-04-12,0.0,0.3636363636363642,0.0,2025,4,12,5
6201,271,1,2776,7708,2019-05-18,2024-01-18,0.0,0.45454545454545414,0.5604651162790697,2024,1,18,3
4267,8123,3,291,2341,2019-12-01,2024-12-09,0.0,0.6363636363636358,0.2736434108527132,2024,12,9,0
7904,697,1,5717,2753,2021-06-30,2023-08-12,0.0,0.9999999999999991,0.6116279069767443,2023,8,12,5
8410,4421,1,7923,4567,2019-09-20,2024-02-04,0.8181818181818183,0.9090909090909092,0.04031007751937987,2024,2,4,6
5319,4186,2,6555,3902,2020-02-18,2023-12-12,0.3636363636363633,0.6363636363636358,0.7046511627906977,2023,12,12,1
2390,1250,2,752,905,2020-03-18,2025-12-21,0.45454545454545414,0.8181818181818175,0.16860465116279072,2025,12,21,6
5017,0,3,8914,8766,2018-08-10,2022-03-12,0.09090909090909083,0.45454545454545414,0.0,2022,3,12,5
2751,7902,0,1461,2592,2020-07-08,2025-07-14,0.0,0.3636363636363642,0.20116279069767445,2025,7,14,0
3483,6133,3,3845,1767,2019-01-08,2024-03-07,0.545454545454545,0.3636363636363642,0.16860465116279072,2024,3,7,3
0,2603,1,1544,1101,2020-07-13,2026-01-12,0.7272727272727266,0.6363636363636358,0.03992248062015505,2026,1,12,0
528,7633,1,4208,4998,2018-05-10,2023-05-31,0.09090909090909083,0.545454545454545,0.1697674418604651,2023,5,31,2
2751,6351,3,7564,273,2018-07-08,2024-03-09,1.0,0.8181818181818175,0.31356589147286823,2024,3,9,5
8030,8426,1,7685,2753,2018-06-02,2026-01-12,1.0,0.45454545454545414,1.0,2026,1,12,0
533,8261,1,3354,2753,2020-05-10,2024-07-25,0.3636363636363633,0.9999999999999991,0.1786821705426357,2024,7,25,3
4267,2603,1,8337,1664,2019-08-20,2024-10-01,0.545454545454545,0.45454545454545414,0.3926356589147287,2024,10,1,1
308,8360,1,4272,2524,2018-07-22,2024-04-21,0.6363636363636367,0.7272727272727266,0.4127906976744186,2024,4,21,6
2751,2603,4,6372,2753,2018-07-20,2026-01-06,1.0,0.9090909090909092,0.04418604651162794,2026,1,6,1
7929,6244,4,291,7479,2019-11-03,2023-11-12,0.0,0.9999999999999991,0.8565891472868217,2023,11,12,6
6426,1293,4,6836,2753,2018-05-30,2026-01-12,0.0,0.9999999999999991,0.0,2026,1,12,0
2431,0,2,8589,3441,2020-07-22,2025-01-22,0.7272727272727266,0.0,0.0015503875968992387,2025,1,22,2
3630,2603,0,2776,1122,2018-09-03,2024-07-03,0.09090909090909083,0.9999999999999991,0.29534883720930233,2024,7,3,2
8751,8689,3,1646,0,2018-07-05,2024-02-18,1.0,0.9999999999999991,0.2736434108527132,2024,2,18,6
556,2603,1,8271,665,2019-12-05,2022-05-17,0.3636363636363633,0.09090909090909083,0.0031007751937984773,2022,5,17,1
4569,2749,4,2776,1671,2020-05-12,2022-04-11,0.545454545454545,0.9090909090909092,0.26046511627906976,2022,4,11,0
2751,2603,1,1352,2753,2021-07-22,2022-03-14,1.0,0.3636363636363642,0.6085271317829457,2022,3,14,0
25,5138,1,3527,2753,2019-07-21,2026-01-12,0.9090909090909083,0.0,0.26007751937984497,2026,1,12,0
1137,3278,3,6959,2753,2020-06-05,2024-05-10,0.09090909090909083,0.9999999999999991,1.0,2024,5,10,4
8383,2603,3,2188,6035,2018-05-10,2023-12-21,0.9090909090909083,0.2727272727272725,0.6050387596899225,2023,12,21,3
6001,2937,4,291,2753,2020-06-14,2024-07-13,0.545454545454545,0.545454545454545,0.3992248062015504,2024,7,13,5
2750,7063,4,2775,8658,2020-02-14,2025-03-22,0.545454545454545,0.3636363636363642,0.5635658914728683,2025,3,22,5
2751,2603,4,2776,273,2018-05-14,2021-12-01,0.0,0.8181818181818175,0.558139534883721,2021,12,1,2
6249,2603,0,2776,2753,2020-02-05,2024-12-12,0.545454545454545,0.45454545454545414,0.0,2024,12,12,3
4414,668,1,5911,756,2019-09-10,2024-04-19,0.545454545454545,0.3636363636363642,0.038759689922480633,2024,4,19,4
2751,2945,1,3151,1338,2020-02-01,2024-07-02,1.0,0.0,0.5627906976744186,2024,7,2,1
6282,2603,4,2775,5621,2020-11-21,2024-01-22,0.545454545454545,0.3636363636363642,0.27248062015503877,2024,1,22,0
7127,2603,1,4794,2753,2020-02-12,2026-01-12,0.8181818181818183,0.9090909090909092,0.0015503875968992387,2026,1,12,0
7054,2603,4,353,5595,2018-05-10,2025-07-05,0.6363636363636367,0.545454545454545,0.08178294573643413,2025,7,5,5
392,5212,4,2776,273,2020-11-01,2022-06-17,0.09090909090909083,0.0,1.0,2022,6,17,4
0,6927,1,2809,4329,2018-06-02,2024-07-11,0.0,0.8181818181818175,0.6372093023255814,2024,7,11,3
7952,1250,1,2551,2042,2021-02-22,2025-09-07,1.0,0.9999999999999991,0.2934108527131783,2025,9,7,6
1966,2337,4,50,6628,2021-06-20,2024-01-20,1.0,0.09090909090909083,0.31279069767441864,2024,1,20,5
3110,5669,1,2776,7153,2021-02-12,2024-07-14,0.3636363636363633,0.7272727272727266,0.9961240310077519,2024,7,14,6
2751,1318,3,2776,3018,2018-05-10,2023-03-09,0.545454545454545,0.0,0.875968992248062,2023,3,9,3
3395,8357,2,2776,2753,2018-08-15,2025-09-17,0.45454545454545414,0.0,0.14069767441860465,2025,9,17,2
308,8671,0,7678,5570,2019-12-18,2025-07-10,1.0,0.9090909090909092,0.29379844961240315,2025,7,10,3
8672,270,0,2401,455,2018-05-10,2026-01-12,0.0,0.9999999999999991,0.3635658914728683,2026,1,12,0
2751,1981,1,291,1,2018-05-10,2023-01-18,0.45454545454545414,0.6363636363636358,0.6104651162790697,2023,1,18,2
4570,2945,1,2551,1795,2018-06-08,2024-05-08,0.0,0.7272727272727266,0.5220930232558139,2024,5,8,2
2751,4128,0,7487,4067,2019-01-05,2023-01-21,0.2727272727272725,0.9999999999999991,0.9984496124031008,2023,1,21,5
6197,0,2,2559,1681,2018-07-20,2023-12-05,1.0,0.0,0.12674418604651166,2023,12,5,1
8401,6605,2,2776,2753,2018-07-12,2022-01-12,1.0,0.6363636363636358,0.12558139534883722,2022,1,12,2
8025,0,2,0,8449,2018-07-18,2026-01-12,1.0,0.2727272727272725,0.7410852713178295,2026,1,12,0
5311,2603,1,6460,3428,2020-06-05,2026-01-12,0.09090909090909083,0.09090909090909083,0.5251937984496124,2026,1,12,0
2751,313,2,6872,2486,2018-05-19,2022-03-18,0.0,0.545454545454545,0.12558139534883722,2022,3,18,4
5194,2603,0,5530,4765,2019-05-05,2021-12-01,1.0,0.545454545454545,0.8635658914728683,2021,12,1,2
2751,6225,0,7473,5672,2020-06-20,2025-01-05,0.09090909090909083,0.9999999999999991,0.6085271317829457,2025,1,5,6
8401,8859,4,8589,5747,2019-02-12,2022-03-17,1.0,0.9090909090909092,0.6422480620155038,2022,3,17,3
8379,6293,1,1188,2753,2018-09-22,2023-07-14,1.0,0.545454545454545,0.06976744186046513,2023,7,14,4
5230,3300,4,2776,4141,2018-07-02,2026-01-12,1.0,0.9999999999999991,0.6007751937984496,2026,1,12,0
6605,6476,0,5602,273,2019-07-02,2021-12-01,0.7272727272727266,0.7272727272727266,0.28875968992248063,2021,12,1,2
8778,8746,1,2776,272,2019-11-04,2025-11-12,0.09090909090909083,0.45454545454545414,0.09069767441860466,2025,11,12,2
2453,2963,1,2337,7740,2021-02-18,2024-12-14,0.09090909090909083,0.9999999999999991,0.934108527131783,2024,12,14,5
6954,1461,0,3256,2753,2020-09-12,2026-01-12,0.3636363636363633,0.545454545454545,0.08798449612403103,2026,1,12,0
2910,5610,1,0,3979,2018-07-15,2026-01-12,0.7272727272727266,0.7272727272727266,0.31937984496124033,2026,1,12,0
7399,6748,4,5530,47,2019-02-24,2024-06-14,0.6363636363636367,0.45454545454545414,0.5302325581395348,2024,6,14,4
2751,2603,4,1999,51,2019-12-22,2026-01-12,1.0,0.0,0.2810077519379845,2026,1,12,0
4012,6217,4,962,3177,2018-12-20,2024-07-17,0.3636363636363633,0.0,0.5763565891472868,2024,7,17,2
2751,5816,2,7923,4432,2021-01-12,2026-01-12,1.0,0.0,0.9085271317829458,2026,1,12,0
6745,44,3,2776,3441,2021-06-05,2024-05-10,0.09090909090909083,0.545454545454545,0.3073643410852713,2024,5,10,4
2751,4084,1,850,273,2020-12-03,2023-06-17,1.0,0.7272727272727266,0.6062015503875968,2023,6,17,5
2974,271,3,45,4400,2019-05-03,2024-04-06,0.0,0.8181818181818175,0.2065891472868217,2024,4,6,5
0,4723,4,4650,4452,2019-05-05,2024-01-29,0.6363636363636367,0.0,0.17015503875968996,2024,1,29,0
2376,6012,1,2775,1786,2019-08-01,2024-04-14,0.6363636363636367,0.545454545454545,0.6333333333333333,2024,4,14,6
2751,2603,4,5040,7810,2019-06-10,2023-03-14,0.0,0.545454545454545,0.5186046511627906,2023,3,14,1
308,271,2,2776,2753,2020-02-05,2023-01-12,1.0,0.8181818181818175,0.1325581395348837,2023,1,12,3
8026,4874,4,3764,2753,2020-07-05,2024-07-11,0.09090909090909083,0.2727272727272725,0.11317829457364342,2024,7,11,3
8624,258,0,2622,273,2019-04-12,2024-06-11,0.09090909090909083,0.9090909090909092,0.14883720930232558,2024,6,11,1
0,4578,4,2513,2753,2018-05-10,2023-05-05,0.0,0.9090909090909092,0.06666666666666671,2023,5,5,4
4783,2603,0,3659,5480,2019-03-22,2026-01-12,1.0,0.545454545454545,0.2751937984496124,2026,1,12,0
2293,2603,1,2776,4761,2020-01-20,2024-06-21,0.3636363636363633,0.9999999999999991,0.3166666666666667,2024,6,21,4
2751,2929,4,6725,1465,2018-07-22,2025-01-10,0.7272727272727266,0.9999999999999991,0.8507751937984496,2025,1,10,4
1491,1064,4,2776,6929,2020-07-21,2021-12-01,1.0,0.8181818181818175,0.3201550387596899,2021,12,1,2
7758,2198,1,7262,7825,2018-05-12,2024-07-10,0.7272727272727266,0.3636363636363642,0.16782945736434107,2024,7,10,2
4236,2603,1,442,7397,2019-12-03,2023-09-20,0.0,0.9999999999999991,0.0,2023,9,20,2
4706,5286,4,8512,3223,2019-07-03,2022-12-20,0.09090909090909083,0.7272727272727266,0.5538759689922481,2022,12,20,1
5039,2603,1,7243,273,2021-02-10,2025-02-03,1.0,0.8181818181818175,0.1817829457364341,2025,2,3,0
1548,271,4,2776,2753,2021-03-02,2021-12-01,0.7272727272727266,0.9999999999999991,0.0670542635658915,2021,12,1,2
1844,1594,4,3736,2753,2021-07-22,2025-09-18,0.3636363636363633,0.45454545454545414,0.5616279069767443,2025,9,18,3
1539,2603,4,291,0,2021-05-21,2023-12-05,0.545454545454545,0.9999999999999991,1.0,2023,12,5,1
308,0,0,3076,975,2019-07-23,2024-01-13,0.9090909090909083,0.545454545454545,0.3027131782945736,2024,1,13,5
4659,3119,2,2776,2753,2020-07-05,2023-01-01,0.09090909090909083,0.6363636363636358,0.12751937984496126,2023,1,1,6
5185,2603,4,7192,4239,2020-11-27,2023-01-21,1.0,0.7272727272727266,0.03759689922480622,2023,1,21,5
308,7901,0,2996,7994,2018-05-10,2023-09-01,0.0,0.6363636363636358,0.6127906976744186,2023,9,1,4
0,271,0,2648,273,2020-07-10,2025-12-11,0.545454545454545,0.8181818181818175,0.3554263565891473,2025,12,11,3
3039,4428,1,2776,2753,2019-07-18,2024-07-11,0.3636363636363633,0.0,0.7848837209302326,2024,7,11,3
7190,15,1,3486,8291,2019-07-16,2024-09-04,1.0,0.0,0.0,2024,9,4,2
4536,6965,2,2552,273,2020-12-18,2024-07-16,0.6363636363636367,0.0,1.0,2024,7,16,1
7424,1659,4,291,3908,2018-12-20,2024-01-03,0.545454545454545,0.9999999999999991,0.18604651162790697,2024,1,3,2
308,0,0,6187,4886,2021-01-10,2024-01-01,0.545454545454545,0.3636363636363642,0.3205426356589148,2024,1,1,0
8012,2603,1,2776,1512,2018-05-14,2022-12-18,1.0,0.7272727272727266,0.3945736434108527,2022,12,18,6
4949,2603,0,5530,2316,2018-05-10,2024-12-12,0.09090909090909083,0.7272727272727266,0.4251937984496124,2024,12,12,3
0,3965,4,6764,2753,2019-12-10,2024-12-05,0.09090909090909083,0.9999999999999991,0.3077519379844961,2024,12,5,3
7630,4154,4,2752,5491,2020-03-20,2026-01-12,0.3636363636363633,0.3636363636363642,0.6100775193798449,2026,1,12,0
308,543,4,291,4411,2018-09-05,2026-01-12,1.0,0.8181818181818175,0.42790697674418604,2026,1,12,0
1010,3014,1,8598,42,2021-02-22,2026-01-12,0.9090909090909083,0.7272727272727266,0.33682170542635664,2026,1,12,0
7238,2603,0,2776,4030,2018-08-05,2026-01-12,1.0,0.9090909090909092,0.5794573643410852,2026,1,12,0
5742,4807,0,8589,2753,2020-06-27,2024-07-15,0.2727272727272725,0.8181818181818175,0.16899224806201552,2024,7,15,0
189,0,0,3823,8908,2019-07-17,2026-01-12,0.7272727272727266,0.9090909090909092,0.3116279069767442,2026,1,12,0
1714,2300,4,4516,2753,2018-06-30,2022-03-18,1.0,0.545454545454545,0.08410852713178296,2022,3,18,4
4167,5491,1,5887,2753,2018-12-28,2024-12-24,0.0,0.0,0.9992248062015505,2024,12,24,1
1160,2602,4,5684,2180,2021-03-26,2024-08-11,0.545454545454545,0.3636363636363642,0.8713178294573645,2024,8,11,6
2803,2603,2,3688,6982,2020-07-12,2023-09-29,0.8181818181818183,0.9090909090909092,0.5368217054263567,2023,9,29,4
3699,2603,3,6507,1104,2018-07-12,2023-02-13,1.0,0.3636363636363642,0.08178294573643413,2023,2,13,0
4715,4443,2,2776,1507,2018-05-10,2022-11-20,0.0,0.45454545454545414,0.6124031007751938,2022,11,20,6
2751,7514,0,5530,6437,2018-05-20,2024-01-01,0.45454545454545414,0.45454545454545414,0.9941860465116279,2024,1,1,0
3593,2908,0,0,2753,2021-02-05,2025-08-29,0.6363636363636367,0.9090909090909092,0.26007751937984497,2025,8,29,4
2750,270,1,22,3022,2019-08-18,2023-12-01,0.0,0.9090909090909092,0.5934108527131783,2023,12,1,4
6303,3592,2,2776,2753,2019-04-15,2022-12-15,0.45454545454545414,0.9999999999999991,0.5089147286821705,2022,12,15,3
2751,2603,1,5526,0,2018-07-06,2026-01-12,0.0,0.7272727272727266,0.43217054263565896,2026,1,12,0
6061,2603,1,2581,7371,2019-07-29,2025-09-01,0.545454545454545,0.6363636363636358,0.6127906976744186,2025,9,1,0
2751,2603,4,3466,2753,2020-12-30,2023-06-01,0.8181818181818183,0.09090909090909083,0.3209302325581395,2023,6,1,3
4611,2603,4,291,2753,2020-12-15,2022-05-12,0.18181818181818166,0.0,0.9085271317829458,2022,5,12,3
2802,2240,1,6567,2753,2018-07-26,2024-12-12,0.0,0.545454545454545,0.08178294573643413,2024,12,12,3
4626,6919,4,1752,7219,2021-07-22,2022-12-07,0.9090909090909083,0.45454545454545414,0.9817829457364342,2022,12,7,2
6484,5266,1,2172,2753,2019-12-22,2024-09-21,0.0,0.7272727272727266,0.12054263565891477,2024,9,21,5
7597,2603,1,22,5124,2018-05-15,2023-12-15,1.0,0.2727272727272725,0.2771317829457364,2023,12,15,4
2751,7337,1,8912,2753,2018-05-10,2024-08-14,0.0,0.0,0.36589147286821705,2024,8,14,2
2751,8879,0,2347,7513,2021-02-28,2024-03-14,0.3636363636363633,0.9090909090909092,0.006201550387596899,2024,3,14,3
308,6146,4,6723,6035,2019-06-19,2026-01-12,1.0,0.45454545454545414,0.6104651162790697,2026,1,12,0
2751,3128,0,5577,3738,2021-05-15,2025-01-12,1.0,0.9090909090909092,0.6205426356589148,2025,1,12,6
7934,873,1,3432,4386,2018-11-10,2024-04-17,0.0,0.9999999999999991,0.08914728682170542,2024,4,17,2
2191,4712,1,6678,2753,2020-07-21,2024-04-04,0.09090909090909083,0.9090909090909092,0.39147286821705424,2024,4,4,3
1594,3424,2,291,2753,2018-05-30,2022-12-12,0.3636363636363633,0.8181818181818175,0.5976744186046512,2022,12,12,0
4442,2759,1,6149,8770,2018-06-24,2024-05-04,0.9090909090909083,0.9999999999999991,0.39341085271317827,2024,5,4,5
1155,5491,4,291,6398,2021-07-03,2025-01-16,0.545454545454545,0.3636363636363642,0.3670542635658915,2025,1,16,3
5624,0,1,5269,273,2019-03-18,2021-12-01,0.3636363636363633,0.7272727272727266,0.9976744186046511,2021,12,1,2
5400,6776,4,5157,4567,2018-08-29,2021-12-01,0.09090909090909083,0.0,0.9453488372093024,2021,12,1,2
308,271,3,202,6734,2018-07-22,2022-09-01,0.2727272727272725,0.2727272727272725,0.31124031007751934,2022,9,1,3
2751,272,4,6806,1166,2018-07-30,2025-09-01,0.18181818181818166,0.9999999999999991,0.0,2025,9,1,0
6520,6162,1,3127,4634,2018-09-25,2026-01-12,0.9090909090909083,0.2727272727272725,0.5186046511627906,2026,1,12,0
795,2658,3,2776,2753,2019-08-22,2022-01-03,0.7272727272727266,0.9999999999999991,0.18992248062015504,2022,1,3,0
7627,2603,0,2584,2753,2018-11-03,2025-12-05,0.45454545454545414,0.7272727272727266,0.3453488372093024,2025,12,5,4
308,3842,0,4169,5993,2020-04-20,2026-01-12,0.3636363636363633,0.8181818181818175,0.1294573643410853,2026,1,12,0
2751,1895,0,2173,5822,2019-06-05,2023-07-23,0.0,0.9999999999999991,0.35775193798449617,2023,7,23,6
3963,8043,4,2776,2753,2021-07-10,2023-01-14,0.9090909090909083,0.9999999999999991,0.04147286821705426,2023,1,14,5
308,7140,4,5714,8629,2020-05-03,2023-09-26,0.6363636363636367,0.2727272727272725,0.5593023255813954,2023,9,26,1
689,2603,0,3558,3277,2018-05-10,2024-04-29,0.0,0.545454545454545,0.15658914728682172,2024,4,29,0
308,1573,3,8742,6414,2019-02-08,2023-05-05,1.0,0.3636363636363642,0.4275193798449613,2023,5,5,4
759,8770,1,291,8070,2020-07-03,2022-03-01,0.545454545454545,0.2727272727272725,0.7736434108527133,2022,3,1,1
0,3984,4,5952,5499,2018-07-01,2024-06-23,0.6363636363636367,0.9999999999999991,0.36434108527131787,2024,6,23,6
8750,6923,1,2776,2753,2018-05-10,2025-06-15,1.0,0.9999999999999991,0.531782945736434,2025,6,15,6
2751,8126,1,2776,4946,2019-12-30,2024-06-12,0.545454545454545,0.9999999999999991,0.8209302325581396,2024,6,12,2
4861,2312,0,4658,542,2018-12-10,2023-06-05,0.0,0.7272727272727266,0.0,2023,6,5,0
8872,271,1,770,2793,2019-03-20,2024-01-21,1.0,0.9999999999999991,0.0069767441860465185,2024,1,21,6
6006,271,0,3092,3534,2018-08-16,2021-12-01,1.0,0.9999999999999991,0.9926356589147287,2021,12,1,2
5321,2603,1,6907,8321,2018-05-10,2023-03-21,0.0,0.8181818181818175,0.5251937984496124,2023,3,21,1
2751,4236,4,6923,273,2021-04-06,2021-12-01,0.545454545454545,0.45454545454545414,0.7441860465116279,2021,12,1,2
7571,5938,1,7605,548,2020-10-06,2022-01-29,0.09090909090909083,0.9090909090909092,0.6093023255813954,2022,1,29,5
6873,7245,0,22,3956,2019-07-20,2024-09-14,0.45454545454545414,0.9090909090909092,0.6081395348837209,2024,9,14,5
2751,8723,0,890,2282,2019-11-10,2026-01-12,0.6363636363636367,0.45454545454545414,0.2957364341085272,2026,1,12,0
6992,6220,1,7295,2753,2021-02-22,2021-12-16,0.45454545454545414,0.6363636363636358,0.37480620155038763,2021,12,16,3
5373,2420,0,2776,650,2020-09-02,2024-07-14,1.0,0.9090909090909092,0.07054263565891472,2024,7,14,6
0,1064,3,7553,6469,2018-11-17,2023-03-29,0.9090909090909083,0.6363636363636358,0.0015503875968992387,2023,3,29,2
