transaction_id,transaction_date,department,transaction_type,description,amount,currency,profit_margin,cost_center,payment_method,approval_status,transaction_date_year,transaction_date_month,transaction_date_day,transaction_date_weekday
21880,2023-01-02,1,0,36,0.018774845418166607,3,0.7307692307692308,2,2,0,2023,1,2,0
10208,2023-01-02,0,0,42,0.0034305507809444173,3,0.7307692307692308,1,0,0,2023,1,2,0
17857,2023-01-02,3,0,20,0.00031772809500488507,0,0.7307692307692308,9,0,0,2023,1,2,0
334,2023-01-02,3,0,45,0.002851491517031301,3,0.7307692307692308,8,3,1,2023,1,2,0
357,2023-01-02,3,1,33,0.0009870894833227865,1,0.2948717948717949,8,3,0,2023,1,2,0
7088,2023-01-02,3,0,19,0.00989487880064851,3,0.7307692307692308,8,3,0,2023,1,2,0
2694,2023-01-02,4,1,18,0.020043103125507264,2,0.7435897435897434,11,0,0,2023,1,2,0
22061,2023-01-02,1,0,11,0.016062899933400154,3,0.7307692307692308,3,0,1,2023,1,2,0
3595,2023-01-02,4,1,18,0.002867743953024642,3,0.5641025641025641,11,0,0,2023,1,2,0
2540,2023-01-02,4,1,10,0.0213818313088084,3,0.8205128205128205,11,0,0,2023,1,2,0
9740,2023-01-02,2,1,4,0.0006104233295143713,3,0.641025641025641,6,0,0,2023,1,2,0
5243,2023-01-02,3,0,19,0.016392814652067378,0,0.7307692307692308,8,2,0,2023,1,2,0
9325,2023-01-02,0,0,25,0.001688171777153972,3,0.7307692307692308,0,3,0,2023,1,2,0
9307,2023-01-02,0,0,25,0.010867997460748811,3,0.7307692307692308,0,3,0,2023,1,2,0
29435,2023-01-02,2,1,1,0.00042813760778599594,0,0.44871794871794873,6,0,0,2023,1,2,0
19921,2023-01-02,0,1,28,0.0006179331876629909,3,0.43589743589743585,0,0,0,2023,1,2,0
26839,2023-01-02,1,0,36,0.0005494307378840049,2,0.7307692307692308,3,3,0,2023,1,2,0
10671,2023-01-02,3,0,19,0.0006837214914444198,0,0.7307692307692308,10,0,0,2023,1,2,0
6384,2023-01-02,4,1,10,0.002190207686722066,2,0.6794871794871795,12,1,1,2023,1,2,0
23658,2023-01-02,4,1,10,0.18511936043647445,3,0.8076923076923075,13,3,1,2023,1,2,0
25864,2023-01-02,2,0,0,0.00014603943733071764,0,0.7307692307692308,4,2,0,2023,1,2,0
6488,2023-01-02,4,1,34,0.00011700023782298801,0,0.8205128205128205,12,0,1,2023,1,2,0
18480,2023-01-02,4,1,39,0.0005885641815699008,3,0.5641025641025641,11,0,0,2023,1,2,0
11649,2023-01-02,4,1,34,0.05222448351193882,3,0.5384615384615385,13,3,0,2023,1,2,0
6680,2023-01-02,4,1,26,0.0010183778556093685,3,0.7435897435897434,13,3,0,2023,1,2,0
5852,2023-01-02,3,0,19,0.0008378493001144715,3,0.7307692307692308,9,0,0,2023,1,2,0
4308,2023-01-02,4,1,34,0.012466694333294065,2,0.4615384615384614,13,0,0,2023,1,2,0
11367,2023-01-02,2,0,9,0.00020415027633817953,0,0.7307692307692308,4,2,2,2023,1,2,0
21262,2023-01-02,4,1,18,0.004008609811770785,2,0.7564102564102562,12,3,0,2023,1,2,0
3565,2023-01-02,0,0,30,0.003919361987106087,0,0.7307692307692308,1,0,0,2023,1,2,0
13352,2023-01-02,1,0,36,0.006701464361243662,0,0.7307692307692308,2,0,0,2023,1,2,0
16171,2023-01-02,3,1,33,0.0032682643142856924,1,0.5384615384615385,9,2,0,2023,1,2,0
19710,2023-01-02,0,0,27,0.012044612190681904,3,0.7307692307692308,1,3,0,2023,1,2,0
27069,2023-01-02,4,1,10,0.020934548699075486,0,0.8076923076923075,12,1,0,2023,1,2,0
2351,2023-01-02,2,0,0,0.0013937193764110077,0,0.7307692307692308,5,0,0,2023,1,2,0
10988,2023-01-02,2,1,38,0.006729487107668641,3,0.3974358974358974,5,2,0,2023,1,2,0
919,2023-01-02,4,1,39,0.010312138197782941,3,0.6282051282051282,12,2,0,2023,1,2,0
5812,2023-01-02,4,0,31,0.0027643090385241066,1,0.7307692307692308,12,0,0,2023,1,2,0
26245,2023-01-02,3,1,33,0.0029132572618043974,2,0.10256410256410256,9,1,0,2023,1,2,0
27644,2023-01-02,3,1,8,0.0021191262575788673,2,0.5769230769230769,7,1,0,2023,1,2,0
5760,2023-01-02,1,0,6,0.006422977843231348,1,0.7307692307692308,2,3,0,2023,1,2,0
10710,2023-01-02,1,0,17,0.002333500538063224,2,0.7307692307692308,2,3,2,2023,1,2,0
29927,2023-01-02,1,0,6,0.006230911463914165,2,0.7307692307692308,3,3,0,2023,1,2,0
18498,2023-01-03,3,1,8,0.004427323601880003,3,0.6153846153846152,7,0,0,2023,1,3,1
25839,2023-01-03,2,0,0,0.0008063879145372085,2,0.7307692307692308,5,0,0,2023,1,3,1
5878,2023-01-03,4,0,31,0.0020846263260840205,2,0.7307692307692308,11,2,0,2023,1,3,1
7935,2023-01-03,3,0,40,0.005085568886271654,0,0.7307692307692308,7,3,0,2023,1,3,1
6014,2023-01-03,3,0,40,0.0037177528434747835,3,0.7307692307692308,7,0,0,2023,1,3,1
7636,2023-01-03,4,1,18,0.002154096568957753,2,0.5512820512820513,12,0,0,2023,1,3,1
14565,2023-01-03,1,1,37,0.0807960226882925,1,0.7948717948717947,2,0,1,2023,1,3,1
13342,2023-01-03,1,0,17,0.0008656719999221007,3,0.7307692307692308,2,0,0,2023,1,3,1
23593,2023-01-03,3,0,23,0.00016939082490731122,1,0.7307692307692308,7,3,0,2023,1,3,1
26858,2023-01-03,2,1,14,0.028361993048012388,1,0.44871794871794873,6,3,0,2023,1,3,1
8219,2023-01-03,3,0,20,0.002034052378551847,2,0.7307692307692308,8,2,0,2023,1,3,1
8548,2023-01-03,3,0,40,0.0003895069839761415,1,0.7307692307692308,10,2,0,2023,1,3,1
28163,2023-01-03,4,1,18,0.02399881953031768,1,0.6025641025641024,12,0,0,2023,1,3,1
24737,2023-01-03,4,0,5,0.000324080926772076,3,0.7307692307692308,13,3,0,2023,1,3,1
8409,2023-01-03,1,0,6,0.011586548690273438,2,0.7307692307692308,2,2,0,2023,1,3,1
13158,2023-01-03,1,0,22,0.0032504385386802215,3,0.7307692307692308,3,3,0,2023,1,3,1
5469,2023-01-03,3,0,20,0.0004953586778808763,3,0.7307692307692308,7,3,0,2023,1,3,1
19962,2023-01-03,0,0,27,0.00636495891753456,2,0.7307692307692308,1,0,0,2023,1,3,1
4943,2023-01-03,4,0,31,0.00040734357291228,0,0.7307692307692308,11,0,0,2023,1,3,1
19920,2023-01-03,3,0,40,0.0013744554278267516,0,0.7307692307692308,8,0,0,2023,1,3,1
6909,2023-01-03,4,1,18,0.01688540511729736,3,0.7564102564102562,13,3,0,2023,1,3,1
13817,2023-01-03,3,0,20,0.0024959708313432973,3,0.7307692307692308,9,3,0,2023,1,3,1
3334,2023-01-03,3,0,20,0.001973881600052215,3,0.7307692307692308,10,0,0,2023,1,3,1
10786,2023-01-03,3,1,33,0.0025440685261526,2,0.4230769230769231,10,0,0,2023,1,3,1
10990,2023-01-03,3,1,8,0.0012802875377083143,2,0.0897435897435897,8,3,1,2023,1,3,1
11174,2023-01-03,2,0,9,0.002397558708937843,3,0.7307692307692308,5,0,2,2023,1,3,1
15908,2023-01-03,2,1,4,0.0007263908942586074,2,0.37179487179487175,5,2,0,2023,1,3,1
3987,2023-01-03,0,0,25,0.0021521177294455897,2,0.7307692307692308,1,2,0,2023,1,3,1
4284,2023-01-03,4,1,26,0.004107416620745604,2,0.7692307692307692,12,0,0,2023,1,3,1
28590,2023-01-03,1,1,37,0.004303062212513749,3,0.5256410256410255,3,3,0,2023,1,3,1
15799,2023-01-03,1,0,36,0.00012335306959017893,3,0.7307692307692308,2,0,0,2023,1,3,1
11635,2023-01-03,4,1,18,0.0047039772603441644,3,0.8333333333333333,12,3,0,2023,1,3,1
4133,2023-01-03,1,0,11,0.0014223801093453728,2,0.7307692307692308,2,3,0,2023,1,3,1
578,2023-01-03,3,0,23,0.0018360332607021733,0,0.7307692307692308,8,3,0,2023,1,3,1
24810,2023-01-03,1,0,22,0.002226378277805051,2,0.7307692307692308,3,0,0,2023,1,3,1
29710,2023-01-03,4,1,18,0.01996097047242182,0,0.6153846153846152,11,3,0,2023,1,3,1
10430,2023-01-03,3,1,33,0.005226271944917931,0,0.1923076923076923,9,2,1,2023,1,3,1
10731,2023-01-03,1,0,22,0.002997525547696685,2,0.7307692307692308,2,0,0,2023,1,3,1
18689,2023-01-03,4,1,34,0.02797184807752686,3,0.7307692307692308,13,0,0,2023,1,3,1
343,2023-01-03,4,1,26,0.010198852339044261,0,0.7435897435897434,13,3,0,2023,1,3,1
20864,2023-01-03,0,0,42,0.0015809143502624546,1,0.7307692307692308,0,0,0,2023,1,3,1
9565,2023-01-03,4,1,26,0.0010784513141329922,3,0.7435897435897434,11,0,0,2023,1,3,1
24414,2023-01-03,3,0,20,0.0006070333503500916,2,0.7307692307692308,9,0,0,2023,1,3,1
18547,2023-01-04,0,0,12,0.002544100966144602,0,0.7307692307692308,0,0,0,2023,1,4,2
7955,2023-01-04,3,1,8,0.00013032766787075446,3,0.1923076923076923,7,0,0,2023,1,4,2
17527,2023-01-04,3,0,13,0.002246929012738746,3,0.7307692307692308,9,0,0,2023,1,4,2
17366,2023-01-04,4,0,44,0.0008611412143723934,3,0.7307692307692308,11,0,0,2023,1,4,2
5912,2023-01-04,2,0,9,0.0011285062217931228,3,0.7307692307692308,6,0,2,2023,1,4,2
29569,2023-01-04,4,1,34,0.02752908003334766,0,0.7564102564102562,11,0,0,2023,1,4,2
29886,2023-01-04,2,0,29,0.003922605986306354,3,0.7307692307692308,6,1,0,2023,1,4,2
27435,2023-01-04,3,0,20,0.0006111640426650991,1,0.7307692307692308,7,2,0,2023,1,4,2
8041,2023-01-04,2,0,9,0.009100207129889602,3,0.7307692307692308,5,0,0,2023,1,4,2
29117,2023-01-04,3,1,8,0.0001732998439436338,3,0.07692307692307693,10,2,0,2023,1,4,2
17414,2023-01-04,0,0,2,0.004616356841944935,3,0.7307692307692308,0,0,0,2023,1,4,2
7835,2023-01-04,4,1,18,0.011244723087875897,3,0.7820512820512819,11,2,0,2023,1,4,2
21761,2023-01-04,1,0,36,0.008085792359969894,2,0.7307692307692308,2,2,0,2023,1,4,2
2662,2023-01-04,3,1,8,0.022528444452804348,0,0.5769230769230769,10,3,0,2023,1,4,2
15274,2023-01-04,3,0,19,0.0006108342360797385,3,0.7307692307692308,9,0,0,2023,1,4,2
20777,2023-01-04,3,0,13,0.0007550732538543076,0,0.7307692307692308,8,2,0,2023,1,4,2
16339,2023-01-04,4,1,10,0.02334399666508231,0,0.7051282051282051,12,3,0,2023,1,4,2
25908,2023-01-04,1,0,11,0.0014047273470305828,2,0.7307692307692308,2,0,0,2023,1,4,2
1169,2023-01-04,4,1,10,0.003528195156872475,2,0.7820512820512819,13,3,0,2023,1,4,2
16379,2023-01-04,0,0,2,0.000695654001836071,3,0.7307692307692308,0,0,0,2023,1,4,2
17461,2023-01-04,4,1,34,0.0005907538810300815,3,0.6538461538461537,13,1,0,2023,1,4,2
21870,2023-01-04,0,0,25,0.004214036061127736,0,0.7307692307692308,0,3,0,2023,1,4,2
2688,2023-01-04,1,0,17,0.004283517117332136,2,0.7307692307692308,3,2,0,2023,1,4,2
29518,2023-01-04,4,1,34,0.004152378449661315,2,0.5384615384615385,12,0,0,2023,1,4,2
16454,2023-01-04,1,0,15,0.0013225892872798046,2,0.7307692307692308,2,0,1,2023,1,4,2
709,2023-01-04,4,1,26,0.000438139938653488,2,0.7564102564102562,13,0,0,2023,1,4,2
21602,2023-01-04,3,0,13,0.0020537002003748017,0,0.7307692307692308,8,0,0,2023,1,4,2
17598,2023-01-04,3,1,24,0.003092936970841891,3,0.43589743589743585,10,2,0,2023,1,4,2
6266,2023-01-04,4,1,10,0.0008689970991023751,2,0.49999999999999994,11,0,0,2023,1,4,2
19618,2023-01-04,2,0,35,0.0032938216213184678,2,0.7307692307692308,5,0,1,2023,1,4,2
7173,2023-01-04,4,1,39,0.0013152470357565324,3,0.32051282051282043,12,0,0,2023,1,4,2
24587,2023-01-04,3,1,33,0.001071984942393792,2,0.24358974358974356,10,0,0,2023,1,4,2
6416,2023-01-04,3,0,20,0.006008859718655842,3,0.7307692307692308,10,3,1,2023,1,4,2
6385,2023-01-04,3,1,33,0.0004143938645075285,3,0.4102564102564102,7,2,0,2023,1,4,2
2190,2023-01-04,4,0,5,0.0011132377988905295,3,0.7307692307692308,11,2,0,2023,1,4,2
23279,2023-01-04,0,0,42,0.014642812250156302,2,0.7307692307692308,0,0,0,2023,1,4,2
27840,2023-01-04,1,0,11,0.037477311807509905,1,0.7307692307692308,2,3,0,2023,1,4,2
2064,2023-01-04,4,1,10,0.0010412750832979245,2,0.5641025641025641,11,0,0,2023,1,4,2
27748,2023-01-04,4,0,32,0.0016812836855187373,1,0.7307692307692308,11,2,0,2023,1,4,2
13798,2023-01-04,3,0,45,0.0007108845780813279,3,0.7307692307692308,8,2,0,2023,1,4,2
7472,2023-01-04,3,0,45,0.004192436433119287,2,0.7307692307692308,7,2,0,2023,1,4,2
6424,2023-01-04,0,0,42,0.010370741043335777,0,0.7307692307692308,0,0,1,2023,1,4,2
19843,2023-01-05,4,0,44,9.080494428082642e-05,1,0.7307692307692308,11,2,0,2023,1,5,3
460,2023-01-05,3,1,33,0.00573337930656911,3,0.43589743589743585,9,0,0,2023,1,5,3
24828,2023-01-05,4,0,5,0.00200068244011176,3,0.7307692307692308,13,0,2,2023,1,5,3
17843,2023-01-05,4,1,39,0.0004745159830191563,2,0.858974358974359,11,3,0,2023,1,5,3
4442,2023-01-05,4,1,10,0.004956209011495645,3,0.8076923076923075,13,0,1,2023,1,5,3
7574,2023-01-05,3,0,19,0.00014540685748666544,3,0.7307692307692308,8,1,0,2023,1,5,3
29165,2023-01-05,4,1,34,0.006318553508974731,3,0.7948717948717947,13,0,0,2023,1,5,3
15888,2023-01-05,1,0,17,0.009591554062092812,1,0.7307692307692308,2,2,0,2023,1,5,3
22809,2023-01-05,4,1,39,0.17493384093414327,3,0.7692307692307692,11,0,1,2023,1,5,3
22456,2023-01-05,2,0,35,4.580526870777978e-05,3,0.7307692307692308,4,0,0,2023,1,5,3
16029,2023-01-05,3,0,40,0.0011528308091297965,0,0.7307692307692308,10,0,1,2023,1,5,3
15981,2023-01-05,2,1,14,0.0017484020289722756,1,0.5384615384615385,5,3,0,2023,1,5,3
26301,2023-01-05,3,0,45,0.0020864051189788337,3,0.7307692307692308,9,3,1,2023,1,5,3
5784,2023-01-05,3,0,20,0.0018586709684547081,3,0.7307692307692308,9,0,1,2023,1,5,3
13254,2023-01-05,3,0,20,0.000306990457651999,3,0.7307692307692308,10,3,0,2023,1,5,3
28783,2023-01-05,2,0,3,0.005610653410157649,0,0.7307692307692308,5,0,0,2023,1,5,3
223,2023-01-05,0,0,25,0.0030923692709818444,2,0.7307692307692308,0,2,1,2023,1,5,3
28404,2023-01-05,0,0,42,0.016844633454015327,0,0.7307692307692308,1,0,0,2023,1,5,3
9437,2023-01-05,1,0,22,0.0004053917667267856,3,0.7307692307692308,3,2,0,2023,1,5,3
16607,2023-01-05,1,0,36,0.007629345452496229,3,0.7307692307692308,3,0,0,2023,1,5,3
1848,2023-01-05,2,1,14,0.0010216056348136347,3,0.5256410256410255,4,3,0,2023,1,5,3
23886,2023-01-05,3,0,23,0.0010914381242647306,3,0.7307692307692308,7,0,0,2023,1,5,3
23089,2023-01-05,3,0,40,0.0019749467131229695,3,0.7307692307692308,8,0,0,2023,1,5,3
7873,2023-01-05,0,0,25,0.0017024724069618189,3,0.7307692307692308,1,2,0,2023,1,5,3
10183,2023-01-05,2,1,38,0.002177902116422384,2,0.4743589743589743,6,2,0,2023,1,5,3
16938,2023-01-05,0,0,2,0.000587136821921783,2,0.7307692307692308,0,3,1,2023,1,5,3
8868,2023-01-05,3,0,23,0.002067470976979938,3,0.7307692307692308,8,0,0,2023,1,5,3
21778,2023-01-05,1,0,11,0.07554820518201945,0,0.7307692307692308,2,3,0,2023,1,5,3
11088,2023-01-05,1,0,22,0.002963712262699228,1,0.7307692307692308,3,1,0,2023,1,5,3
29475,2023-01-05,4,1,10,0.01463086351976865,3,0.7820512820512819,13,0,0,2023,1,5,3
26000,2023-01-05,4,0,31,0.0001487103300056047,0,0.7307692307692308,12,2,0,2023,1,5,3
11795,2023-01-05,0,0,30,0.018861287183523073,2,0.7307692307692308,1,3,0,2023,1,5,3
2678,2023-01-05,4,1,34,0.0009102445489337788,3,0.6153846153846152,13,2,0,2023,1,5,3
6323,2023-01-05,1,0,6,0.00022662037746536704,3,0.7307692307692308,3,2,0,2023,1,5,3
5482,2023-01-05,4,0,5,0.0016159333216293444,3,0.7307692307692308,11,2,0,2023,1,5,3
2204,2023-01-05,1,0,11,0.0002592820427467289,2,0.7307692307692308,2,0,0,2023,1,5,3
27700,2023-01-05,4,1,18,0.016815978127746295,0,0.6794871794871795,13,0,1,2023,1,5,3
15163,2023-01-05,2,1,38,0.0010603660185914997,3,0.2948717948717949,4,2,0,2023,1,5,3
25181,2023-01-05,2,0,3,8.843141819929722e-05,3,0.7307692307692308,4,2,1,2023,1,5,3
17041,2023-01-05,3,0,20,0.00034053340938276696,3,0.7307692307692308,9,0,0,2023,1,5,3
22031,2023-01-05,3,0,20,0.00022312226499441172,3,0.7307692307692308,7,0,0,2023,1,5,3
5000,2023-01-05,1,0,22,0.022310636939833043,3,0.7307692307692308,3,3,0,2023,1,5,3
1163,2023-01-05,4,0,32,0.0015895379814698332,2,0.7307692307692308,11,2,0,2023,1,5,3
24766,2023-01-06,4,1,34,0.013593692095459063,1,0.7564102564102562,11,0,0,2023,1,6,4
19577,2023-01-06,0,0,27,0.003550627411342326,0,0.7307692307692308,0,2,0,2023,1,6,4
19403,2023-01-06,3,0,23,0.00611544671904597,0,0.7307692307692308,7,3,0,2023,1,6,4
14308,2023-01-06,4,0,32,0.00036598258310886696,3,0.7307692307692308,13,0,0,2023,1,6,4
22530,2023-01-06,0,0,12,0.0261120633360134,1,0.7307692307692308,1,0,0,2023,1,6,4
22750,2023-01-06,4,1,26,0.08017027146255687,2,0.4230769230769231,13,0,1,2023,1,6,4
23679,2023-01-06,2,1,1,0.0032880202694153225,2,0.5256410256410255,4,2,0,2023,1,6,4
10911,2023-01-06,1,0,6,0.10598445457200567,3,0.7307692307692308,3,0,0,2023,1,6,4
9335,2023-01-06,2,0,35,0.0006457288541439513,3,0.7307692307692308,4,0,0,2023,1,6,4
21662,2023-01-06,1,0,17,0.017740566559810593,1,0.7307692307692308,3,3,0,2023,1,6,4
19956,2023-01-06,4,0,41,0.0015121091272247771,1,0.7307692307692308,11,3,1,2023,1,6,4
13141,2023-01-06,0,0,30,0.00855417177783521,0,0.7307692307692308,0,2,0,2023,1,6,4
23552,2023-01-06,3,0,20,0.002824706896967757,3,0.7307692307692308,7,1,0,2023,1,6,4
24087,2023-01-06,4,1,34,0.007785349374037102,2,0.641025641025641,11,0,0,2023,1,6,4
26846,2023-01-06,0,0,42,0.02014063396146331,2,0.7307692307692308,1,0,1,2023,1,6,4
27555,2023-01-06,4,0,32,0.001164660592880106,2,0.7307692307692308,12,0,0,2023,1,6,4
23184,2023-01-06,3,0,45,0.001135734933344386,3,0.7307692307692308,10,2,0,2023,1,6,4
8943,2023-01-06,4,1,26,0.007207971583042792,2,0.5384615384615385,12,3,0,2023,1,6,4
21677,2023-01-06,3,1,33,0.0005322970154412577,2,0.358974358974359,10,3,2,2023,1,6,4
15328,2023-01-06,2,1,38,0.001243241066841257,3,0.28205128205128205,4,0,0,2023,1,6,4
653,2023-01-06,3,1,8,0.00883595636170113,2,0.6025641025641024,10,3,0,2023,1,6,4
5301,2023-01-06,4,0,32,9.254048385296963e-05,1,0.7307692307692308,11,0,0,2023,1,6,4
4027,2023-01-06,1,0,36,0.006192502513382997,2,0.7307692307692308,2,2,0,2023,1,6,4
1062,2023-01-06,0,0,12,0.003190916560020643,3,0.7307692307692308,0,1,2,2023,1,6,4
2755,2023-01-06,3,0,45,0.003815937885936219,3,0.7307692307692308,9,2,0,2023,1,6,4
23899,2023-01-06,1,0,36,0.0014443798305885215,3,0.7307692307692308,3,0,0,2023,1,6,4
1665,2023-01-06,0,0,2,0.0020279861000473466,2,0.7307692307692308,1,2,0,2023,1,6,4
18901,2023-01-06,3,0,45,0.004737947338636302,3,0.7307692307692308,9,0,0,2023,1,6,4
28317,2023-01-06,2,0,0,0.001013311810191617,3,0.7307692307692308,4,3,0,2023,1,6,4
27671,2023-01-06,0,0,12,0.0027720297566207436,0,0.7307692307692308,1,2,0,2023,1,6,4
14852,2023-01-06,3,0,23,0.005123675063544131,3,0.7307692307692308,8,2,0,2023,1,6,4
12528,2023-01-06,1,0,36,0.0008027167887755723,1,0.7307692307692308,2,0,0,2023,1,6,4
9684,2023-01-06,3,1,8,0.0014770469025352172,1,0.3974358974358974,9,0,0,2023,1,6,4
27742,2023-01-06,2,0,21,0.005444944524342642,3,0.7307692307692308,4,2,0,2023,1,6,4
23729,2023-01-06,3,0,20,0.00033694338360113743,3,0.7307692307692308,8,2,0,2023,1,6,4
14012,2023-01-06,2,1,4,0.0007811928540817963,3,0.4102564102564102,4,0,2,2023,1,6,4
12206,2023-01-06,3,1,8,0.00020632375580235889,2,0.16666666666666663,10,3,1,2023,1,6,4
27305,2023-01-06,3,0,20,0.0016648474229040474,3,0.7307692307692308,8,3,0,2023,1,6,4
21796,2023-01-06,3,0,13,0.0028895328143197737,0,0.7307692307692308,8,0,0,2023,1,6,4
10548,2023-01-06,3,1,8,0.002666524089297371,3,0.5512820512820513,9,3,0,2023,1,6,4
23945,2023-01-06,0,0,12,0.0016340997171508437,3,0.7307692307692308,0,1,2,2023,1,6,4
28808,2023-01-06,4,1,39,4.584311536511624e-05,3,0.5128205128205128,12,0,0,2023,1,6,4
20326,2023-01-06,3,1,33,0.013356858527178187,3,0.5897435897435896,10,2,1,2023,1,6,4
24906,2023-01-06,3,0,23,0.0010968393829331763,3,0.7307692307692308,10,0,0,2023,1,6,4
21560,2023-01-06,2,0,9,0.0002790055578843564,2,0.7307692307692308,4,2,0,2023,1,6,4
15612,2023-01-06,4,1,18,0.004846599685183934,0,0.5769230769230769,13,0,0,2023,1,6,4
26500,2023-01-07,4,1,10,0.0009417654078297131,3,0.6794871794871795,13,0,0,2023,1,7,5
19236,2023-01-07,3,0,19,0.0019607758432831335,2,0.7307692307692308,8,1,0,2023,1,7,5
10926,2023-01-07,1,0,36,0.026068377480116457,0,0.7307692307692308,3,0,1,2023,1,7,5
9121,2023-01-07,4,0,41,0.001427202854823104,1,0.7307692307692308,12,3,0,2023,1,7,5
21175,2023-01-07,4,1,10,0.014828082451148923,3,0.4743589743589743,13,2,0,2023,1,7,5
3083,2023-01-07,1,0,36,0.00388891164794624,3,0.7307692307692308,3,2,0,2023,1,7,5
9989,2023-01-07,3,0,45,0.00022876141693754372,3,0.7307692307692308,10,0,1,2023,1,7,5
22975,2023-01-07,3,1,8,0.039049402479947634,0,0.17948717948717946,8,3,0,2023,1,7,5
9845,2023-01-07,2,0,21,0.0015705930261402698,0,0.7307692307692308,4,0,1,2023,1,7,5
13737,2023-01-07,0,0,27,0.00036615018973421416,3,0.7307692307692308,0,2,0,2023,1,7,5
27843,2023-01-07,0,0,2,0.01961480331776125,2,0.7307692307692308,0,0,0,2023,1,7,5
16341,2023-01-07,3,0,13,0.0016404525489180344,2,0.7307692307692308,8,2,0,2023,1,7,5
5133,2023-01-07,4,0,32,0.0005930084604742676,1,0.7307692307692308,11,3,0,2023,1,7,5
10394,2023-01-07,0,0,42,0.002798506196760262,3,0.7307692307692308,1,0,0,2023,1,7,5
4658,2023-01-07,1,0,36,0.0005528585637056212,0,0.7307692307692308,2,3,1,2023,1,7,5
17436,2023-01-07,4,1,34,0.010274042833841132,3,0.6923076923076923,13,0,0,2023,1,7,5
17195,2023-01-07,4,1,18,0.005802854956108177,2,0.6538461538461537,13,3,0,2023,1,7,5
23176,2023-01-07,3,0,23,0.002435432399600968,2,0.7307692307692308,8,3,0,2023,1,7,5
4717,2023-01-07,1,0,17,0.01707485467059299,2,0.7307692307692308,3,0,0,2023,1,7,5
25699,2023-01-07,3,1,33,0.0014683259513518308,3,0.34615384615384615,8,0,0,2023,1,7,5
19817,2023-01-07,2,1,38,0.0003523794131290778,0,0.5641025641025641,5,2,1,2023,1,7,5
21941,2023-01-07,4,1,39,0.0018529290898702344,2,0.6538461538461537,12,3,0,2023,1,7,5
7302,2023-01-07,3,0,23,0.0012009393172697663,3,0.7307692307692308,7,0,1,2023,1,7,5
