date,region,total_sales,active_users,new_customers,marketing_spend,website_traffic,conversion_rate,customer_satisfaction,date_year,date_month,date_day,date_weekday
2023-01-09,3,0.15318703242779483,0.15011997600479904,0.17618270799347474,0.18096755921346,0.07309865726579916,0.6666666666666666,0.6432569974554703,2023,1,9,0
2023-01-10,0,0.28920653798190066,0.17711457708458306,0.5660685154975531,0.20446929554476498,0.37139042977863035,0.6811594202898551,0.772010178117049,2023,1,10,1
2023-01-10,1,0.18432009421173692,0.18296340731853628,0.11256117455138664,0.1513090348339452,0.37310124941676603,0.5144927536231885,0.7496183206106872,2023,1,10,1
2023-01-10,2,0.20941646402980327,0.17666466706658668,0.11256117455138664,0.13815469676039777,0.10887034060863704,0.6231884057971014,0.6427480916030532,2023,1,10,1
2023-01-10,3,0.23563247694953884,0.25449910017996397,0.13539967373572595,0.07622583383214718,0.14055938617865105,0.7717391304347826,0.7704834605597961,2023,1,10,1
2023-01-11,0,0.267861440822771,0.2564487102579484,0.29526916802610115,0.2386949078519134,0.3579630877702318,0.33333333333333337,0.6188295165394404,2023,1,11,2
2023-01-11,1,0.21923202372744607,0.29439112177564486,0.2071778140293638,0.17855775747833388,0.26471045673700033,0.7318840579710145,0.6035623409669215,2023,1,11,2
2023-01-11,2,0.17969475918307945,0.22720455908818232,0.1533442088091354,0.3171681300133661,0.21289335890922287,0.677536231884058,0.66412213740458,2023,1,11,2
2023-01-11,3,0.19670218838562695,0.23995200959808038,0.08809135399673737,0.2067660391846732,0.11588210897402665,0.7391304347826088,0.7979643765903308,2023,1,11,2
2023-01-12,0,0.24584612255118296,0.2688962207558488,0.12887438825448616,0.10104237268195035,0.23500440665664366,0.8442028985507247,0.7333333333333334,2023,1,12,3
2023-01-12,1,0.16847408612614934,0.46835632873425315,0.2805872756933116,0.22869873575797992,0.27526051117217065,0.37681159420289856,0.8244274809160306,2023,1,12,3
2023-01-12,2,0.14422730539393872,0.3117876424715057,0.24632952691680265,0.15295555095161056,0.10630411115143346,0.8949275362318841,0.4549618320610689,2023,1,12,3
2023-01-12,3,0.17171843421394373,0.22240551889622073,0.2137030995106036,0.15604025786428094,0.1399372699466017,0.5905797101449276,0.7414758269720103,2023,1,12,3
2023-01-13,0,0.24150371410024582,0.4133173365326934,0.23817292006525287,0.24669735495708092,0.19715900254030794,0.7862318840579708,0.7058524173027996,2023,1,13,4
2023-01-13,1,0.20015689109284618,0.46535692861427713,0.10603588907014683,0.2618609132913277,0.24725231997511535,0.5797101449275363,0.9348600508905847,2023,1,13,4
2023-01-13,2,0.2154029375880002,0.16061787642471503,0.1435562805872757,0.11438954080622474,0.1442791228161128,0.6449275362318841,0.5944020356234097,2023,1,13,4
2023-01-13,3,0.15895848795342105,0.22870425914817033,0.14518760195758565,0.17927111388623143,0.15698066255378712,0.4492753623188406,0.5287531806615773,2023,1,13,4
2023-01-14,0,0.20443458986880816,0.14742051589682062,0.12561174551386625,0.21594262617312118,0.10542277982269688,0.5978260869565217,0.7068702290076336,2023,1,14,5
2023-01-14,1,0.10034967505067413,0.15581883623275344,0.15171288743882547,0.09032268616851855,0.09313598423972211,0.9420289855072465,0.7984732824427478,2023,1,14,5
2023-01-14,2,0.14090834269580968,0.09463107378524294,0.08972267536704731,0.12309977749937304,0.1443180050806159,0.48913043478260876,0.772519083969466,2023,1,14,5
2023-01-14,3,0.08474084584525152,0.14352129574085182,0.10277324632952692,0.1689105733422785,0.03513660635595417,0.9202898550724637,0.6101781170483465,2023,1,14,5
2023-01-15,0,0.1174416623395203,0.08038392321535692,0.1174551386623165,0.05475719195829821,0.09872206957333196,0.8007246376811595,0.8066157760814248,2023,1,15,6
2023-01-15,1,0.06974238419348061,0.20050989802039593,0.1207177814029364,0.06762658919795897,0.05807714241277412,0.851449275362319,0.5638676844783719,2023,1,15,6
2023-01-15,2,0.22250481478137016,0.11427714457108579,0.11908646003262643,0.09368837401224814,0.2172092902690653,0.5978260869565217,0.3582697201017808,2023,1,15,6
2023-01-15,3,0.1385032548118619,0.128374325134973,0.09461663947797716,0.19881369345875702,0.05466846389133703,0.9311594202898551,0.6259541984732824,2023,1,15,6
2023-01-16,0,0.164186944902082,0.4325134973005399,0.08809135399673737,0.20061785962087084,0.22072165482917724,0.5507246376811595,0.8452926208651403,2023,1,16,0
2023-01-16,1,0.4147948747624983,0.4314637072585482,0.18923327895595435,0.1290870931845481,0.09016797138265333,0.7608695652173912,0.6020356234096687,2023,1,16,0
2023-01-16,2,0.24256053601656105,0.14847030593881222,0.17455138662316477,0.17378406592492138,0.18811239566592358,0.7065217391304347,0.7206106870229014,2023,1,16,0
2023-01-16,3,0.21582395515168598,0.23020395920815834,0.16313213703099513,0.19036400689367436,0.0891311109959044,0.7862318840579708,0.5104325699745553,2023,1,16,0
2023-01-17,0,0.16902629590759288,0.409118176364727,0.39477977161500816,0.17258059980475957,0.2052335528021152,0.7028985507246378,0.7791348600508909,2023,1,17,1
2023-01-17,1,0.1419270864948673,0.4743551289742052,0.29200652528548127,0.19589639287286356,0.23770024366219086,0.822463768115942,0.8061068702290077,2023,1,17,1
2023-01-17,2,0.1472042202270265,0.17711457708458306,0.10603588907014683,0.05066322633369814,0.18768469075638966,0.7210144927536232,0.8391857506361324,2023,1,17,1
2023-01-17,3,0.18074668644262165,0.2660467906418716,0.15497553017944538,0.1604942876966967,0.08924775778941366,0.5289855072463768,0.6860050890585239,2023,1,17,1
2023-01-18,0,0.13333368790689482,0.236502699460108,0.15497553017944538,0.0895150381614114,0.1735833894966043,0.7934782608695653,0.7862595419847329,2023,1,18,2
2023-01-18,1,0.2122552107957166,0.3860227954409118,0.04730831973898859,1.0,0.31451863756545184,0.5869565217391304,0.7262086513994914,2023,1,18,2
2023-01-18,2,0.42214530031436415,0.2789442111577684,0.10603588907014683,0.07942417273899591,0.09992741977292757,0.7862318840579708,0.6829516539440199,2023,1,18,2
2023-01-18,3,0.21381024710655447,0.23950209958008395,0.13213703099510604,0.27060885514618066,0.11043859194359479,0.30797101449275366,0.553180661577608,2023,1,18,2
2023-01-19,0,0.16738049647313,0.12012597480503898,0.20880913539967375,0.09494010503498776,0.15394784592254654,0.7355072463768116,0.6478371501272262,2023,1,19,3
2023-01-19,1,0.33685313112157284,0.4539592081583683,0.31158238172920066,0.15552317490087328,0.10399709679091709,0.6666666666666666,0.5740458015267178,2023,1,19,3
2023-01-19,2,0.3022968157636931,0.2045590881823635,0.10114192495921698,0.2050156473551579,0.09769816994141739,0.8695652173913043,0.6559796437659031,2023,1,19,3
2023-01-19,3,0.22562174763064888,0.3270845830833833,0.04893964110929854,0.25770760651421226,0.11724298823163462,0.8369565217391305,0.6381679389312973,2023,1,19,3
2023-01-20,0,0.22088907701842633,0.4581583683263347,0.1370309951060359,0.312942511967228,0.1664679350925398,0.8550724637681161,0.8315521628498725,2023,1,20,4
2023-01-20,1,0.23218378657662345,0.28239352129574086,0.15660685154975532,0.25507800147721593,0.24158847011249937,0.37318840579710144,0.7078880407124686,2023,1,20,4
2023-01-20,2,0.260642207488663,0.21115776844631073,0.16313213703099513,0.21967130510936503,0.20172118824200322,0.7318840579710145,0.6259541984732824,2023,1,20,4
2023-01-20,3,0.1840739353707207,0.23890221955608876,0.18923327895595435,0.15495329323309998,0.1729094302452175,0.7427536231884059,0.7262086513994914,2023,1,20,4
2023-01-21,0,0.18469224228890183,0.10767846430713857,0.06525285481239804,0.09354455493274766,0.0849836694489087,0.8442028985507247,0.7394402035623404,2023,1,21,5
2023-01-21,1,0.1365079306350825,0.18146370725854827,0.11582381729200653,0.039696763267252695,0.10482658510031623,0.8115942028985509,0.5424936386768451,2023,1,21,5
2023-01-21,2,0.05337669459665736,0.06403719256148771,0.042414355628058724,0.10435107235890265,0.09450982425216445,0.8043478260869564,0.43460559796437703,2023,1,21,5
2023-01-21,3,0.1038838484843965,0.13872225554889023,0.066884176182708,0.23531923416627112,0.11851314220540204,0.8550724637681161,0.6452926208651402,2023,1,21,5
2023-01-22,0,0.2078549528974075,0.34403119376124774,0.18597063621533444,0.30936637537468425,0.14216651977811187,0.8079710144927535,0.9094147582697198,2023,1,22,6
2023-01-22,1,0.07483109291018217,0.23110377924415115,0.11908646003262643,0.20024304620977038,0.05556275597490798,0.8260869565217391,0.7114503816793896,2023,1,22,6
2023-01-22,2,0.192956773898576,0.1726154769046191,0.04567699836867863,0.1252558585040635,0.13073513401420497,0.427536231884058,0.5928753180661577,2023,1,22,6
2023-01-22,3,0.14672612402805893,0.08038392321535692,0.12561174551386625,0.17314038085082817,0.09588366426460676,0.6557971014492755,0.8554707379134863,2023,1,22,6
2023-01-23,0,0.16497795226908002,0.2504499100179964,0.3442088091353997,0.2594172515175323,0.07620923842604593,0.608695652173913,0.4727735368956738,2023,1,23,0
2023-01-23,1,0.44937150101895573,0.4463107378524295,0.16639477977161501,0.38778065811289386,0.20315983202861734,0.4927536231884059,0.668702290076336,2023,1,23,0
2023-01-23,2,0.1561415937102658,0.1855128974205159,0.2871125611745514,0.1220849519675265,0.1699025351236456,0.46739130434782616,0.4671755725190838,2023,1,23,0
2023-01-23,3,0.2981069895660178,0.20485902819436114,0.07993474714518761,0.28298096893657093,0.08104359997926279,0.28985507246376807,0.7455470737913483,2023,1,23,0
2023-01-24,0,0.24702030060823624,0.35947810437912414,0.11908646003262643,0.11313729327442068,0.288610088651563,0.5833333333333334,0.6921119592875318,2023,1,24,1
2023-01-24,1,0.1568787983933655,0.3234853029394121,0.33278955954323003,0.2897185427328035,0.14088340504951008,0.8188405797101449,0.7292620865139945,2023,1,24,1
2023-01-24,2,0.17906369532480498,0.18281343731253746,0.48613376835236544,0.09614529285203105,0.3177847477837109,0.6557971014492755,0.7063613231552166,2023,1,24,1
2023-01-24,3,0.16910958215394264,0.15896820635872827,0.0864600326264274,0.1457973092173338,0.08402457359116594,0.6159420289855073,0.6386768447837152,2023,1,24,1
2023-01-25,0,0.1300449025020984,0.3129874025194961,0.11582381729200653,0.12146456719122947,0.0670848670226554,0.753623188405797,0.7430025445292623,2023,1,25,2
2023-01-25,1,0.22879861111994335,0.5295440911817636,0.17781402936378468,0.4215293603838695,0.13632121934781483,0.4492753623188406,0.8290076335877865,2023,1,25,2
2023-01-25,2,0.17286609633509298,0.3413317336532693,0.09787928221859707,0.280268722449263,0.210962206438903,0.6521739130434784,0.5424936386768451,2023,1,25,2
2023-01-25,3,0.16508000778982695,0.1259748050389922,0.09461663947797716,0.47697373895746653,0.10693918813831718,0.4057971014492754,0.6508905852417302,2023,1,25,2
2023-01-26,0,0.20314814303081233,0.29649070185962806,0.10277324632952692,0.2918419688866417,0.1569936233086215,0.6666666666666666,0.880407124681934,2023,1,26,3
2023-01-26,1,0.45955527765210336,0.521745650869826,0.19902120717781405,0.13626312578660027,0.16934522266576804,0.8188405797101449,0.6972010178117047,2023,1,26,3
2023-01-26,2,0.1606648732181763,0.27954409118176365,0.2544861337683524,0.20274300747159055,0.14510861112551196,0.8768115942028986,0.7541984732824423,2023,1,26,3
2023-01-26,3,0.20262530119000666,0.2546490701859628,0.1533442088091354,0.10793375139959607,0.1781585359531339,0.7427536231884059,0.8290076335877865,2023,1,26,3
2023-01-27,0,0.19646805421321842,0.30488902219556085,0.16313213703099513,0.21541699211520218,0.2252190367567007,0.40217391304347816,0.6452926208651402,2023,1,27,4
2023-01-27,1,0.15516532165738012,0.29124175164967003,0.2871125611745514,0.10817593676092574,0.20090466068743842,0.48550724637681164,0.4936386768447836,2023,1,27,4
2023-01-27,2,0.13265575867353413,0.24805038992201556,0.29363784665579123,0.1753473666933147,0.12910207890507544,0.039855072463768126,0.6223918575063614,2023,1,27,4
2023-01-27,3,0.2866448596218219,0.2756448710257948,0.12234910277324634,0.24966957767349393,0.07028617346674271,0.7608695652173912,0.8427480916030534,2023,1,27,4
2023-01-28,0,0.14845008380847155,0.21910617876424715,0.09951060358890704,0.05947992128401857,0.16589766187982788,0.30797101449275366,0.8783715012722642,2023,1,28,5
2023-01-28,1,0.08392590476285175,0.4055188962207558,0.1272430668841762,0.10290565043699537,0.09055679402768417,0.568840579710145,0.8402035623409674,2023,1,28,5
2023-01-28,2,0.047044010788131856,0.1232753449310138,0.052202283849918436,0.18883714870927248,0.14171289335890921,0.7355072463768116,0.8391857506361324,2023,1,28,5
2023-01-28,3,0.10138052059954841,0.09808038392321536,0.04404567699836868,0.19778687343863613,0.09975892996008087,0.7028985507246378,0.5246819338422393,2023,1,28,5
2023-01-29,0,0.07620340821503005,0.11997600479904019,0.10929853181076674,0.14489318879496715,0.18785318056923636,0.7427536231884059,0.897709923664122,2023,1,29,6
2023-01-29,1,0.06999960418799167,0.17051589682063584,0.09951060358890704,0.1550955053955111,0.1689304785110685,0.6304347826086957,0.5994910941475826,2023,1,29,6
2023-01-29,2,0.061360997470926985,0.14697060587882424,0.09298531810766722,0.0688815914447734,0.13157758307843848,0.5724637681159421,0.40152671755725144,2023,1,29,6
2023-01-29,3,0.07638239078238238,0.10197960407918416,0.15660685154975532,0.08071894618377279,0.07626108144538338,0.8550724637681161,0.7109414758269725,2023,1,29,6
2023-01-30,0,0.21397685813985853,0.3422315536892621,0.0734094616639478,0.17609687873572355,0.11126808025299392,0.5543478260869565,0.6793893129770998,2023,1,30,0
2023-01-30,1,0.2614983870178903,0.3386322735452909,0.1370309951060359,0.05297776084138179,0.23956659235833896,0.5289855072463768,0.7328244274809164,2023,1,30,0
2023-01-30,2,0.11377733728436193,0.17366526694661066,0.22185970636215335,0.2068463850391428,0.10472289906164134,0.5036231884057971,0.7297709923664124,2023,1,30,0
2023-01-30,3,0.13905504064665583,0.22960407918416315,0.10277324632952692,0.0959593495888301,0.0982295608896262,0.3876811594202899,0.774554707379135,2023,1,30,0
2023-01-31,0,0.20123267498658112,0.403119376124775,0.35889070146818924,0.23977269009972638,0.11614132407071387,0.3840579710144928,0.6178117048346055,2023,1,31,1
2023-01-31,1,0.2519515709555076,0.4202159568086382,0.3409461663947798,0.1232189763134682,0.11038674892425734,0.6884057971014493,0.7292620865139945,2023,1,31,1
2023-01-31,2,0.13283381626637816,0.14502099580083982,0.1843393148450245,0.22469636440747512,0.14182954015241847,0.6739130434782609,0.7399491094147583,2023,1,31,1
2023-01-31,3,0.21227162909323857,0.19646070785842829,0.1810766721044046,0.16241684921436103,0.06629426097775934,0.746376811594203,0.5755725190839689,2023,1,31,1
2023-02-01,0,0.25204823079162286,0.17351529694061185,0.20880913539967375,0.13533340947059544,0.27554564777852664,0.5507246376811595,0.8290076335877865,2023,2,1,2
2023-02-01,1,0.3572431535602982,0.4299640071985602,0.15497553017944538,0.15935452436115002,0.2108974026647312,0.7101449275362318,0.8366412213740455,2023,2,1,2
2023-02-01,2,0.14395278066800193,0.15746850629874024,0.07177814029363785,0.0936184157289636,0.08775727098346207,0.8260869565217391,0.7480916030534353,2023,2,1,2
2023-02-01,3,0.2299566792043107,0.2663467306538692,0.05383360522022839,0.20874828619422917,0.10953133910518947,0.8188405797101449,0.8605597964376592,2023,2,1,2
2023-02-02,0,0.40709951080025286,0.3857228554289142,0.12234910277324634,0.21341064134930535,0.20181191352584374,0.7137681159420289,0.6865139949109418,2023,2,2,3
2023-02-02,1,0.3383270394599136,0.3255848830233953,0.13539967373572595,0.05358838933535039,0.22208253408678522,0.35869565217391297,0.7109414758269725,2023,2,2,3
2023-02-02,2,0.20095032651792843,0.17501499700059986,0.1908646003262643,0.22726857954842186,0.24495826636943338,0.6304347826086957,0.5862595419847327,2023,2,2,3
2023-02-02,3,0.12523106537677428,0.22360527894421117,0.09135399673735725,0.3002369628807891,0.11111255119498159,0.8985507246376813,0.775063613231552,2023,2,2,3
2023-02-03,0,0.171780214802976,0.3285842831433713,0.15497553017944538,0.2501464877096668,0.126613613976878,0.8478260869565216,0.5083969465648854,2023,2,3,4
2023-02-03,1,0.2731069712592306,0.4736052789442111,0.2969004893964111,0.21841561418379804,0.19153403494219504,0.4710144927536233,0.8213740458015266,2023,2,3,4
2023-02-03,2,0.17721266717131734,0.27924415116976603,0.07177814029363785,0.17906336246253154,0.11402872103271294,0.6123188405797102,0.7882951653944019,2023,2,3,4
2023-02-03,3,0.24022805863151334,0.15836832633473302,0.18270799347471453,0.207345677134775,0.07802374410285655,0.6594202898550724,0.6569974554707381,2023,2,3,4
2023-02-04,0,0.05805856869213346,0.19406118776244752,0.3066884176182708,0.12605771013166964,0.06145989942454248,0.5652173913043478,0.7526717557251912,2023,2,4,5
2023-02-04,1,0.12366982402861007,0.27999400119976003,0.21859706362153347,0.2012541987882697,0.1252008916999326,0.7717391304347826,0.7124681933842236,2023,2,4,5
2023-02-04,2,0.13550487286206112,0.15146970605878823,0.0766721044045677,0.04924747498804855,0.053566799730416295,0.8333333333333334,0.5165394402035624,2023,2,4,5
2023-02-04,3,0.10571244600605834,0.1762147570485903,0.0734094616639478,0.05651274887845797,0.08918295401524184,0.8007246376811595,0.6295165394402034,2023,2,4,5
2023-02-05,0,0.1252989739219239,0.3479304139172165,0.15823817292006526,0.07232400957952145,0.12847996267302608,0.8731884057971017,0.48549618320610666,2023,2,5,6
2023-02-05,1,0.08048257153396346,0.16196760647870423,0.24959216965742254,0.046520134958079544,0.07580745502618072,0.6268115942028986,0.6554707379134861,2023,2,5,6
2023-02-05,2,0.34472917343776915,0.2072585482903419,0.25774877650897227,0.013091840476749349,0.041098553579760486,0.9347826086956522,0.46412213740458075,2023,2,5,6
2023-02-05,3,0.11235172032347437,0.09418116376724656,0.09135399673735725,0.05618734816785626,0.0973871118253927,0.7246376811594203,0.5414758269720101,2023,2,5,6
2023-02-06,0,0.0847773823383286,0.3144871025794841,0.10603588907014683,0.12928164493215652,0.07313753953030225,0.8442028985507247,0.7440203562340963,2023,2,6,0
2023-02-06,1,0.15069364801891078,0.5674865026994601,0.16639477977161501,0.0677797628305156,0.18250038882264502,0.6956521739130436,0.7206106870229014,2023,2,6,0
2023-02-06,2,0.13326689703927605,0.15581883623275344,0.2740619902120718,0.15356158825389518,0.11723002747680025,0.8260869565217391,0.7430025445292623,2023,2,6,0
2023-02-06,3,0.2272779144877254,0.11697660467906418,0.16476345840130507,0.1764813910392564,0.15928767691430348,0.782608695652174,0.7613231552162851,2023,2,6,0
2023-02-07,0,0.31960335859785577,0.3206358728254349,0.15660685154975532,0.1644231999802579,0.15897661879827882,0.8840579710144928,0.7323155216284984,2023,2,7,1
2023-02-07,1,0.22058491456762006,0.4284643071385723,0.22349102773246332,0.1800292344130477,0.19031572398776506,0.6811594202898551,0.5256997455470742,2023,2,7,1
2023-02-07,2,0.12451266850867629,0.17591481703659267,0.10440456769983689,0.1397346405986455,0.17881953444968635,0.7644927536231884,0.7531806615776082,2023,2,7,1
2023-02-07,3,0.11403135840869852,0.20560887822435514,0.17292006525285483,0.28289316239561496,0.12815594380216705,0.04710144927536236,0.5618320610687029,2023,2,7,1
2023-02-08,0,0.2153857870189925,0.3242351529694061,0.17128874388254486,0.2109130330732232,0.09960340090206854,0.7137681159420289,0.665139949109415,2023,2,8,2
2023-02-08,1,0.20496853140371316,0.235752849430114,0.23327895595432302,0.18211076594276965,0.22616517185960908,0.8043478260869564,0.4315521628498731,2023,2,8,2
2023-02-08,2,0.18128479036281392,0.20410917816436713,0.1305057096247961,0.18452114157685626,0.1456659235833895,0.8659420289855072,0.7297709923664124,2023,2,8,2
2023-02-08,3,0.1160028259512852,0.11262747450509897,0.01141924959216966,0.24356042323900537,0.1981829021722225,0.5471014492753623,0.7394402035623404,2023,2,8,2
2023-02-09,0,0.13155449944021697,0.2663467306538692,0.22185970636215335,0.20243252813396181,0.14797293794390584,0.8550724637681161,0.771501272264631,2023,2,9,3
2023-02-09,1,0.1673303936872648,0.3365326934613077,0.5106035889070147,0.3963300309274149,0.28343874747265285,0.5217391304347826,0.8284987277353695,2023,2,9,3
2023-02-09,2,0.24952543990149637,0.3108878224355129,0.3980424143556281,0.22613914639416413,0.2329825289024833,0.3876811594202899,0.7704834605597961,2023,2,9,3
2023-02-09,3,0.10495369712503663,0.2606478704259148,0.33278955954323003,0.310786947471602,0.0741614391622168,0.8079710144927535,0.677862595419847,2023,2,9,3
2023-02-10,0,0.18616025391475227,0.15026994601079782,0.26916802610114193,0.15488212976199836,0.20567421846648348,0.6231884057971014,0.7735368956743001,2023,2,10,4
2023-02-10,1,0.19150810965619042,0.43356328734253147,0.30342577487765093,0.13850190563149833,0.18304474052568823,0.7681159420289857,0.7099236641221367,2023,2,10,4
2023-02-10,2,0.16296139221921463,0.49205158968206353,0.22349102773246332,0.20152060268573238,0.22467468505365754,0.5036231884057971,0.7882951653944019,2023,2,10,4
2023-02-10,3,0.15450542942693088,0.3867726454709058,0.1435562805872757,0.20248417904040653,0.17511275856705893,0.6340579710144928,0.7689567430025441,2023,2,10,4
2023-02-11,0,0.10953336153734769,0.20560887822435514,0.09135399673735725,0.12510400483911605,0.11524703198714292,0.6739130434782609,0.7684478371501271,2023,2,11,5
2023-02-11,1,0.1829428457095115,0.17216556688662266,0.17128874388254486,0.14513382462910346,0.11940743428897299,0.28623188405797106,0.6422391857506362,2023,2,11,5
2023-02-11,2,0.13328389344586572,0.0614877024595081,0.17455138662316477,0.0849668315095781,0.05380009331743481,0.8695652173913043,0.6050890585241726,2023,2,11,5
2023-02-11,3,0.0732894687297144,0.21130773845230955,0.07014681892332789,0.08473985447070159,0.07863289958007154,0.6449275362318841,0.6580152671755721,2023,2,11,5
2023-02-12,0,0.12594907683882717,0.1249250149970006,0.04893964110929854,0.15050454327112076,0.07749235315464773,0.753623188405797,0.6905852417302798,2023,2,12,6
2023-02-12,1,0.15258857392093725,0.17936412717456507,0.15660685154975532,0.04107831023485666,0.1406112291979885,0.46739130434782616,0.7872773536895679,2023,2,12,6
2023-02-12,2,0.061808916376561905,0.0698860227954409,0.055464926590538345,0.1286962679924498,0.058025299393436675,0.5615942028985508,0.8325699745547075,2023,2,12,6
