employee_id,employee_name,gender,age,department,role,joining_date,tenure_years,performance_score,salary,bonus,training_hours,attrition_status,manager_id,joining_date_year,joining_date_month,joining_date_day,joining_date_weekday
15,127,0,0.38095238095238093,4,40,2012-02-20,0.8372093023255813,0.648936170212766,0.05889560500631358,0.0184548647457954,0.44329896907216493,False,508,2012,2,20,0
16,1994,1,0.4761904761904763,2,63,2014-10-02,0.627906976744186,0.5957446808510638,0.16068327923833012,0.05901402590816278,0.44329896907216493,False,1608,2014,10,2,3
17,35,1,0.9285714285714286,1,69,2014-07-27,0.6434108527131783,0.5212765957446809,0.0713817260092676,0.03210062599584801,0.44329896907216493,False,986,2014,7,27,6
18,291,1,0.1428571428571429,5,8,2015-01-11,0.6124031007751938,0.46808510638297873,0.07470167013723811,0.016196250843690686,0.7422680412371133,False,1621,2015,1,11,6
19,466,1,0.7619047619047619,4,40,2011-08-30,0.8682170542635659,0.5319148936170213,0.0455049829952336,0.013400391760145198,0.4329896907216495,False,1698,2011,8,30,1
20,1469,1,0.5238095238095237,2,39,2014-08-18,0.6434108527131783,0.5638297872340424,0.03269495548464703,0.012035996758949247,0.5051546391752577,False,33,2014,8,18,0
21,871,0,0.19047619047619047,5,57,2016-05-12,0.5038759689922481,0.5319148936170213,0.06179096663823688,0.01596116279354709,0.6701030927835052,False,1494,2016,5,12,3
22,407,1,0.5238095238095237,3,16,2011-03-02,0.9069767441860466,0.5319148936170213,0.08765001600451153,0.020027072682321092,0.4226804123711341,False,1413,2011,3,2,2
23,1510,0,0.6190476190476191,5,0,2011-10-10,0.8604651162790697,0.3936170212765957,0.09341181362361442,0.016566009773227662,0.15463917525773196,False,234,2011,10,10,0
24,202,0,0.9523809523809523,4,5,2011-12-13,0.8527131782945736,0.425531914893617,0.008899687989001162,0.005946507746505509,0.3298969072164949,False,992,2011,12,13,1
25,144,0,0.5,2,35,2014-01-12,0.6899224806201549,0.5,0.18149094395307233,0.10732065147037907,0.4020618556701031,False,53,2014,1,12,6
26,390,1,0.6428571428571428,5,70,2018-07-01,0.34108527131782945,0.6914893617021276,0.09305451469251455,0.04434267772374251,0.845360824742268,False,67,2018,7,1,6
27,604,0,0.4285714285714286,2,20,2017-04-07,0.4341085271317829,0.13829787234042554,0.04743710331047718,0.004618230963754463,0.23711340206185572,False,343,2017,4,7,4
28,1470,1,0.7142857142857144,4,46,2018-04-01,0.36434108527131776,0.2340425531914894,0.06334141588992784,0.008453793984452118,0.3917525773195877,False,738,2018,4,1,6
29,460,0,0.23809523809523814,4,47,2016-07-30,0.48837209302325585,0.4468085106382978,0.03142645537733592,0.009474000476249075,0.5567010309278351,False,147,2016,7,30,5
30,1973,0,0.3571428571428572,5,59,2018-01-22,0.372093023255814,0.648936170212766,0.111344412361216,0.047878960285408514,0.6288659793814433,False,250,2018,1,22,0
31,407,1,0.6666666666666667,4,46,2013-03-29,0.751937984496124,0.5638297872340424,0.0425584485585163,0.013645068717840537,0.4226804123711341,False,1397,2013,3,29,4
32,562,1,0.4761904761904763,5,57,2013-05-23,0.7364341085271318,0.6276595744680851,0.0603463323388318,0.018172471418396532,0.35051546391752575,False,217,2013,5,23,3
33,938,1,0.9047619047619047,1,52,2020-09-30,0.1705426356589147,0.648936170212766,0.02678803092381267,0.012712281099890314,0.6597938144329897,False,1546,2020,9,30,2
34,1346,0,0.9523809523809523,5,55,2019-07-19,0.2635658914728682,0.5638297872340424,0.03311543981963236,0.012104610719652839,0.27835051546391754,False,1409,2019,7,19,4
35,608,0,0.4761904761904763,5,57,2012-01-15,0.8449612403100775,0.6170212765957447,0.10528522702272763,0.025674086882960457,0.4639175257731959,False,1597,2012,1,15,6
36,572,1,0.8095238095238095,0,27,2015-02-05,0.6046511627906976,0.351063829787234,0.17612410931673336,0.09188821038489342,0.6288659793814433,False,819,2015,2,5,3
37,1798,0,0.5,5,8,2012-01-14,0.8449612403100775,0.3936170212765957,0.08010326325073164,0.01481347710302056,0.23711340206185572,False,772,2012,1,14,5
38,1138,0,0.40476190476190477,2,73,2013-05-18,0.7364341085271318,0.14893617021276595,0.09258665214631104,0.008768310152149326,0.13402061855670105,False,107,2013,5,18,5
39,207,0,0.5,5,57,2013-02-03,0.7596899224806202,0.6063829787234042,0.04833408018162705,0.01557654105730491,0.5051546391752577,False,295,2013,2,3,6
40,2051,1,0.5952380952380953,1,69,2015-09-24,0.558139534883721,0.5851063829787233,0.11221768928506087,0.045331134277201465,0.22680412371134018,True,1479,2015,9,24,3
41,138,0,0.7142857142857144,5,8,2015-10-23,0.5503875968992247,0.776595744680851,0.0683345372675275,0.023582746145925062,0.8247422680412372,False,446,2015,10,23,4
42,84,1,0.7380952380952381,1,29,2015-01-27,0.6046511627906976,0.648936170212766,0.05387483730409004,0.017556863553574557,0.5979381443298969,False,398,2015,1,27,1
43,660,0,0.5952380952380953,5,38,2010-10-12,0.9379844961240309,0.5957446808510638,0.05278973532514661,0.01608235593065941,0.6701030927835052,False,51,2010,10,12,1
44,832,1,0.6428571428571428,2,62,2011-09-24,0.8682170542635659,0.4893617021276595,0.13624106606309358,0.04709719796139826,0.3711340206185567,False,35,2011,9,24,5
45,1376,0,0.5,2,51,2014-06-01,0.6589147286821706,0.5106382978723404,0.09926223126525671,0.02115808432804931,0.711340206185567,False,1318,2014,6,1,6
46,1014,1,0.45238095238095244,5,0,2013-04-15,0.7441860465116279,0.5319148936170213,0.07942867124651706,0.018734381400928743,0.3917525773195877,False,300,2013,4,15,0
47,15,0,0.8333333333333333,4,46,2011-12-07,0.8527131782945736,0.6702127659574468,0.0503189778726624,0.017423364651770832,0.6494845360824743,False,1630,2011,12,7,2
48,546,0,0.4761904761904763,2,39,2014-07-18,0.6511627906976745,0.3404255319148936,0.05136123346928678,0.009762200419887606,0.38144329896907214,True,1728,2014,7,18,4
49,1707,1,0.6428571428571428,3,16,2010-12-13,0.9302325581395348,0.3723404255319149,0.03840928815896426,0.008867342258475396,0.12371134020618557,False,38,2010,12,13,0
50,1102,1,0.38095238095238093,5,59,2012-06-25,0.8062015503875968,0.776595744680851,0.12968229537610776,0.05921326209840458,0.752577319587629,False,99,2012,6,25,0
51,549,0,0.23809523809523814,5,59,2015-10-05,0.5503875968992247,0.7234042553191489,0.13512315711226316,0.058312330962209585,0.44329896907216493,False,723,2015,10,5,0
52,528,0,0.40476190476190477,1,31,2013-09-29,0.7131782945736433,0.4468085106382978,0.2261355082758352,0.12124928549320814,0.711340206185567,False,1172,2013,9,29,6
53,77,1,0.8571428571428572,3,42,2012-06-02,0.8139534883720929,0.4893617021276595,0.03992745084017291,0.011600180910722475,0.5154639175257733,False,926,2012,6,2,5
54,415,1,0.5714285714285714,5,8,2016-04-04,0.5116279069767442,0.5319148936170213,0.06257237103076296,0.01608400735362666,0.6701030927835052,False,1407,2016,4,4,0
55,1828,0,0.8333333333333333,4,46,2010-12-30,0.9224806201550386,0.6595744680851064,0.03194577261242765,0.013849898437487514,0.4742268041237113,False,200,2010,12,30,3
56,331,0,0.40476190476190477,0,60,2014-02-16,0.682170542635659,0.6382978723404256,0.11092852490530541,0.04729749958581246,0.8041237113402061,False,1036,2014,2,16,6
57,268,0,0.2857142857142858,5,38,2017-09-26,0.40310077519379844,0.14893617021276595,0.043070263340023826,0.004486170398083498,0.22680412371134018,False,1208,2017,9,26,1
58,690,1,0.4285714285714286,5,13,2013-07-07,0.7286821705426356,0.6276595744680851,0.5161684379757201,0.4462053762873775,0.27835051546391754,False,736,2013,7,7,6
59,909,0,0.30952380952380953,4,67,2012-06-13,0.8139534883720929,0.8085106382978724,0.12171794217846016,0.05817707409402137,0.6288659793814433,False,0,2012,6,13,2
60,335,0,0.16666666666666674,5,38,2014-04-17,0.6666666666666665,0.2978723404255319,0.03858583433550358,0.007292737095061766,0.5670103092783505,False,213,2014,4,17,3
61,1796,0,0.1428571428571429,1,65,2017-02-08,0.44961240310077516,0.36170212765957444,0.10306411046074912,0.03354130608378894,0.7216494845360825,True,346,2017,2,8,2
62,680,1,0.33333333333333337,2,14,2013-12-28,0.6899224806201549,0.8936170212765957,0.484832272242097,0.5086864848077078,0.4948453608247423,False,736,2013,12,28,5
63,15,0,0.4285714285714286,0,2,2013-03-02,0.751937984496124,0.7553191489361701,0.08115616539276019,0.02555465171223262,0.845360824742268,False,464,2013,3,2,5
64,0,0,0.6904761904761905,2,62,2014-04-02,0.6666666666666665,0.7446808510638298,0.1503011411145168,0.06401826367258356,0.5567010309278351,False,339,2014,4,2,2
65,1295,0,0.9523809523809523,3,42,2014-12-01,0.6201550387596899,0.5744680851063829,0.00822615847098783,0.008212899318068859,0.7938144329896907,False,1560,2014,12,1,0
66,414,1,0.6190476190476191,2,21,2017-01-17,0.4573643410852713,0.32978723404255317,0.18407358770756374,0.0930265202547027,0.18556701030927836,False,1704,2017,1,17,1
67,1990,1,0.7619047619047619,0,37,2012-10-14,0.7829457364341084,0.4148936170212766,0.03550505801976944,0.009384823636017853,0.18556701030927836,False,49,2012,10,14,6
68,23,0,1.0,4,40,2017-10-01,0.3953488372093023,0.20212765957446807,0.03023822718669744,0.004435242644642011,0.07216494845360827,False,1528,2017,10,1,6
69,1171,0,0.5952380952380953,3,17,2011-12-04,0.8527131782945736,0.7553191489361701,0.024052345789560184,0.014219018106521042,0.4226804123711341,False,1475,2011,12,4,6
70,1089,1,0.7857142857142858,1,75,2013-06-08,0.7364341085271318,0.648936170212766,0.11825666570233395,0.0897675702081166,0.5670103092783505,False,373,2013,6,8,5
71,729,1,0.6904761904761905,1,53,2013-03-15,0.751937984496124,0.5638297872340424,0.004853328550266212,0.007494157425357013,0.5979381443298969,False,1193,2013,3,15,4
72,1473,0,0.4761904761904763,5,70,2013-06-25,0.7286821705426356,0.6914893617021276,0.12110978808691036,0.05261380301933391,0.6288659793814433,False,731,2013,6,25,1
73,507,0,0.6190476190476191,4,50,2012-05-08,0.8139534883720929,0.6702127659574468,0.07069284464981607,0.021147429986325152,0.5154639175257733,False,598,2012,5,8,1
74,1605,1,0.40476190476190477,2,51,2011-01-05,0.9224806201550386,0.2978723404255319,0.06433828814738532,0.010228381142028235,0.3917525773195877,False,21,2011,1,5,2
75,277,0,0.6190476190476191,4,74,2022-03-04,0.054263565891472854,0.5744680851063829,0.15826462697648996,0.1032455788477223,0.9072164948453608,False,447,2022,3,4,4
76,1386,1,0.33333333333333337,3,43,2014-07-22,0.6434108527131783,0.8617021276595744,0.2353785310915771,0.17008958703238758,0.38144329896907214,True,1404,2014,7,22,1
77,2095,1,0.33333333333333337,1,30,2014-01-25,0.682170542635659,0.7340425531914894,0.025340686200424886,0.014070496582886251,0.8556701030927835,False,1333,2014,1,25,5
78,432,0,0.40476190476190477,4,68,2014-05-10,0.6589147286821706,0.5319148936170213,0.06656738419756902,0.03122446620416169,0.4020618556701031,False,330,2014,5,10,5
79,1584,1,0.7857142857142858,2,23,2011-10-16,0.8604651162790697,0.7872340425531915,0.31486375262406996,0.20468679165274944,0.6907216494845361,False,683,2011,10,16,6
80,1881,0,0.5238095238095237,1,65,2012-12-11,0.7751937984496124,0.5957446808510638,0.12354736994984591,0.04888691428422268,0.35051546391752575,False,986,2012,12,11,1
81,257,0,0.7142857142857144,5,57,2011-04-30,0.8992248062015502,0.776595744680851,0.0643605353074356,0.022778236802333728,0.3402061855670103,False,1127,2011,4,30,5
82,1504,0,0.4761904761904763,4,40,2012-12-02,0.7751937984496124,0.6276595744680851,0.04627103554632153,0.015710359589360363,0.4948453608247423,False,1112,2012,12,2,6
83,659,0,0.40476190476190477,1,29,2016-01-14,0.5348837209302326,0.6063829787234042,0.04169280418860684,0.014440948044635301,0.28865979381443296,False,101,2016,1,14,3
84,2007,1,0.45238095238095244,5,8,2011-07-13,0.8837209302325582,0.3191489361702127,0.054430972938563194,0.009617621002690755,0.6391752577319588,False,936,2011,7,13,2
85,1660,1,0.6428571428571428,2,63,2016-04-09,0.5116279069767442,0.6914893617021276,0.13857558676450968,0.057762993102911886,0.3298969072164949,False,487,2016,4,9,5
86,179,0,0.6666666666666667,4,74,2014-10-15,0.627906976744186,0.5319148936170213,0.16567817865406245,0.10309412738011337,0.6082474226804124,True,1506,2014,10,15,2
87,1335,1,0.09523809523809534,5,8,2015-02-06,0.6046511627906976,0.5106382978723404,0.06024108115473431,0.015175991080185108,0.5876288659793815,False,56,2015,2,6,4
88,325,0,0.6904761904761905,2,51,2011-04-03,0.8992248062015502,0.18085106382978725,0.10392275109508722,0.010818365315003606,0.4226804123711341,False,1226,2011,4,3,6
89,223,1,0.6428571428571428,1,53,2011-11-16,0.8527131782945736,0.28723404255319146,0.034318846384574136,0.006586514053875808,0.577319587628866,False,1184,2011,11,16,2
90,1814,0,0.5,2,73,2013-06-29,0.7286821705426356,0.43617021276595747,0.07172549450384566,0.01488347612814829,0.4226804123711341,False,33,2013,6,29,5
91,236,1,0.7142857142857144,5,59,2014-05-22,0.6589147286821706,0.648936170212766,0.08577388220705534,0.04059165690462606,0.7216494845360825,False,227,2014,5,22,3
92,511,0,0.6428571428571428,0,3,2011-09-12,0.8682170542635659,0.6914893617021276,0.16611809130815602,0.11675837391305738,0.5257731958762887,True,392,2011,9,12,0
93,775,1,0.33333333333333337,2,20,2011-10-31,0.8604651162790697,0.30851063829787234,0.07414538271902191,0.01164439642887774,0.35051546391752575,False,5,2011,10,31,0
94,555,0,0.5714285714285714,5,57,2013-01-06,0.7674418604651163,0.553191489361702,0.05387173657905378,0.015232405819614537,0.711340206185567,False,1531,2013,1,6,6
95,941,1,0.2142857142857143,0,64,2016-12-17,0.4573643410852713,0.5212765957446809,0.08782276758747506,0.036301419850849864,0.5670103092783505,False,1278,2016,12,17,5
96,1510,0,0.40476190476190477,4,80,2014-08-23,0.6434108527131783,0.776595744680851,0.44846829170389524,0.43987190284945044,0.3608247422680413,False,1505,2014,8,23,5
97,237,1,0.45238095238095244,4,50,2013-02-19,0.7596899224806202,0.36170212765957444,0.0565554466230134,0.010922085331688303,0.20618556701030932,False,833,2013,2,19,1
98,807,1,0.4761904761904763,2,39,2011-12-13,0.8527131782945736,0.8191489361702127,0.05465036549742158,0.021851468887457655,0.4639175257731959,False,421,2011,12,13,1
99,824,1,0.40476190476190477,0,37,2012-12-17,0.7674418604651163,0.3723404255319149,0.017361588296311195,0.006178452765840475,0.6701030927835052,True,135,2012,12,17,0
100,164,0,0.33333333333333337,2,62,2014-09-20,0.6356589147286822,0.6170212765957447,0.16867285022071313,0.06240247947840605,0.6804123711340206,False,254,2014,9,20,5
101,1213,0,0.4761904761904763,5,55,2012-04-08,0.821705426356589,0.43617021276595747,0.036082465061659116,0.009909603237641364,0.2680412371134021,False,1012,2012,4,8,6
102,143,0,0.4761904761904763,5,38,2015-07-31,0.565891472868217,0.43617021276595747,0.04880434958432722,0.01168488292742955,0.711340206185567,True,1374,2015,7,31,4
103,10,0,0.6904761904761905,4,47,2011-07-22,0.875968992248062,0.5106382978723404,0.034372187528554324,0.011210178731909593,0.5257731958762887,False,680,2011,7,22,4
104,1004,1,0.3571428571428572,3,66,2017-01-19,0.44961240310077516,0.6382978723404256,0.09739249406839978,0.04347312362392518,0.24742268041237114,False,486,2017,1,19,3
105,1365,0,0.261904761904762,2,35,2017-06-14,0.4186046511627907,0.648936170212766,0.16799153636502137,0.11408312197782938,0.45360824742268047,False,764,2017,6,14,2
106,1491,0,0.5714285714285714,4,50,2012-04-14,0.821705426356589,0.776595744680851,0.07437839244796951,0.024806237477818995,0.4742268041237113,False,26,2012,4,14,5
107,2021,1,0.11904761904761907,2,73,2015-02-25,0.5968992248062015,0.8085106382978724,0.05355984267051267,0.021364565470663538,0.7628865979381444,False,257,2015,2,25,2
108,125,0,0.7380952380952381,5,57,2015-12-05,0.5426356589147285,0.36170212765957444,0.05361745544268967,0.01055253948898581,0.5360824742268041,False,1649,2015,12,5,5
109,802,1,0.2857142857142858,4,5,2012-03-18,0.8294573643410852,0.5425531914893618,0.011738239134246362,0.008266490656941383,0.6597938144329897,False,209,2012,3,18,6
110,398,1,0.7380952380952381,5,57,2011-09-02,0.8682170542635659,0.6170212765957447,0.06316718983631772,0.018389393815900434,0.577319587628866,False,176,2011,9,2,4
111,1511,0,0.8095238095238095,4,80,2013-12-25,0.6899224806201549,0.9148936170212766,0.4915188665241085,0.5217956401368231,0.4639175257731959,False,205,2013,12,25,2
112,161,0,0.33333333333333337,5,38,2016-07-19,0.4961240310077519,0.3404255319148936,0.027612758733278814,0.006868268120771227,0.14432989690721654,False,1652,2016,7,19,1
113,90,1,0.30952380952380953,2,71,2015-08-21,0.565891472868217,0.7978723404255319,0.1644726471167182,0.07134275070598332,0.5876288659793815,False,1435,2015,8,21,4
114,1135,0,0.8809523809523809,5,8,2012-04-20,0.821705426356589,0.5212765957446809,0.08402561537140854,0.01913972583182441,0.3608247422680413,False,281,2012,4,20,4
115,460,0,0.6666666666666667,2,19,2013-04-19,0.7441860465116279,0.28723404255319146,0.07075694075615974,0.010668671813779153,0.5360824742268041,False,1671,2013,4,19,4
116,124,0,0.5238095238095237,3,66,2012-08-31,0.7906976744186047,0.553191489361702,0.11781330538893439,0.04540374361605162,0.23711340206185572,False,1317,2012,8,31,4
117,1694,1,0.5238095238095237,5,54,2012-05-04,0.821705426356589,0.351063829787234,0.16175346304367258,0.0863452358311905,0.7216494845360825,False,849,2012,5,4,4
118,640,0,0.7857142857142858,1,52,2014-10-02,0.627906976744186,0.4893617021276595,0.04723757273856427,0.01269214439403165,0.18556701030927836,False,1452,2014,10,2,3
119,1351,0,0.45238095238095244,4,5,2013-06-15,0.7286821705426356,0.648936170212766,0.02497258894017783,0.012387590035846531,0.44329896907216493,False,1666,2013,6,15,5
120,866,0,0.7142857142857144,5,59,2011-06-01,0.8914728682170541,0.46808510638297873,0.13210508916579355,0.04504096328034396,0.25773195876288657,False,1234,2011,6,1,2
121,392,1,0.38095238095238093,2,19,2017-02-17,0.44961240310077516,0.3936170212765957,0.08072102308487622,0.014894823002084522,0.3298969072164949,False,1065,2017,2,17,4
122,782,1,0.9523809523809523,1,69,2015-09-05,0.558139534883721,0.4148936170212766,0.10696887735062605,0.03666121697087475,0.6082474226804124,False,302,2015,9,5,5
123,377,1,0.7142857142857144,0,7,2010-08-19,0.9534883720930232,0.5212765957446809,0.10461202275559223,0.022336188164198325,0.3711340206185567,False,162,2010,8,19,3
124,1962,0,0.6190476190476191,4,74,2016-05-13,0.5038759689922481,0.6702127659574468,0.13844837030445611,0.1012310559145181,0.3402061855670103,False,1751,2016,5,13,4
125,419,1,0.11904761904761907,4,74,2011-10-18,0.8604651162790697,0.3936170212765957,0.16231512794307054,0.09009700245422764,0.5567010309278351,False,390,2011,10,18,1
126,1275,0,0.33333333333333337,4,80,2016-09-10,0.4806201550387597,0.9787234042553191,0.4624721634036125,0.5147557838425842,0.5876288659793815,False,943,2016,9,10,5
127,705,1,0.6904761904761905,5,55,2012-11-15,0.7751937984496124,0.3404255319148936,0.03638009129835511,0.007936632237161385,0.5670103092783505,False,918,2012,11,15,3
128,1168,0,0.9047619047619047,5,57,2011-02-16,0.9147286821705425,0.7340425531914894,0.07335203077757987,0.023412489765172982,0.7628865979381444,False,711,2011,2,16,2
129,2086,1,0.19047619047619047,4,68,2011-03-07,0.9069767441860466,0.7234042553191489,0.09756806449230532,0.04696369905959452,0.8350515463917526,True,158,2011,3,7,0
130,1819,0,0.5238095238095237,1,69,2016-07-24,0.48837209302325585,0.38297872340425526,0.06616567767993606,0.026179209224102894,0.6701030927835052,False,1375,2016,7,24,6
131,1711,1,0.5476190476190477,5,8,2016-01-17,0.5348837209302326,0.5638297872340424,0.05028749358767895,0.01490590351747765,0.7938144329896907,False,1498,2016,1,17,6
132,521,0,0.09523809523809534,4,46,2017-06-03,0.42635658914728675,0.6170212765957447,0.06328883366466281,0.01841043614080565,0.4639175257731959,True,988,2017,6,3,5
133,108,0,0.8571428571428572,3,17,2015-11-30,0.5426356589147285,0.276595744680851,0.009845625958975132,0.003673084309404214,0.5360824742268041,False,1310,2015,11,30,0
134,1081,1,0.40476190476190477,4,67,2017-02-20,0.44961240310077516,0.6063829787234042,0.10622732703234208,0.04461505596992066,0.4639175257731959,False,179,2017,2,20,0
135,393,1,0.3571428571428572,2,20,2015-08-18,0.565891472868217,0.32978723404255317,0.09565504724529206,0.014819390262677468,0.20618556701030932,False,153,2015,8,18,1
136,480,1,0.04761904761904767,2,51,2013-05-17,0.7364341085271318,0.25531914893617014,0.1082200090610558,0.013770576863351144,0.6185567010309279,False,1653,2013,5,17,4
137,580,1,0.3571428571428572,4,50,2015-12-25,0.5348837209302326,0.3723404255319149,0.07091353821218616,0.013019871945466818,0.48453608247422686,True,1322,2015,12,25,4
138,928,1,0.3571428571428572,4,67,2015-01-30,0.6046511627906976,0.5851063829787233,0.11817910420964409,0.04694223056102036,0.4226804123711341,False,401,2015,1,30,4
139,219,1,0.7857142857142858,1,53,2018-11-08,0.3100775193798449,0.5744680851063829,0.028459191617998675,0.011553301807136172,0.3402061855670103,False,139,2018,11,8,3
140,787,1,0.5476190476190477,0,60,2011-09-17,0.8682170542635659,0.4148936170212766,0.10548217727100898,0.03631788080881369,0.38144329896907214,False,292,2011,9,17,5
141,1956,1,0.3571428571428572,2,34,2011-08-19,0.875968992248062,0.7127659574468085,0.2810692757048914,0.17729565105752332,0.5154639175257733,False,583,2011,8,19,4
142,704,1,0.19047619047619047,5,8,2014-06-22,0.6511627906976745,0.5212765957446809,0.04409816453123566,0.01294023074107872,0.44329896907216493,False,1103,2014,6,22,6
143,1874,0,0.9285714285714286,2,39,2013-10-24,0.7054263565891472,0.3191489361702127,0.019740386483909217,0.0055266734108649785,0.5463917525773196,False,1648,2013,10,24,3
144,178,0,0.9761904761904763,5,58,2017-01-05,0.4573643410852713,0.5212765957446809,0.17564050462803812,0.1066279594431828,0.7835051546391752,False,769,2017,1,5,3
145,670,0,0.7619047619047619,4,47,2014-10-25,0.627906976744186,0.08510638297872342,0.023575831570003786,0.0016082728832619757,0.3608247422680413,False,1683,2014,10,25,5
146,2001,1,0.3571428571428572,4,40,2018-10-13,0.3178294573643411,0.553191489361702,0.06525961546759607,0.017067722725018365,0.30927835051546393,False,59,2018,10,13,5
147,1849,0,0.9285714285714286,2,51,2016-09-21,0.4806201550387597,0.425531914893617,0.06053263604170897,0.013050236819380674,0.7319587628865979,False,379,2016,9,21,2
148,1731,1,0.8095238095238095,2,73,2017-03-14,0.441860465116279,0.553191489361702,0.05695656768906607,0.01572953740446385,0.6701030927835052,True,636,2017,3,14,1
149,1858,0,0.9047619047619047,0,4,2012-11-13,0.7751937984496124,0.5851063829787233,0.03177514600186661,0.012315513414082591,0.5154639175257733,False,355,2012,11,13,1
150,262,0,0.4761904761904763,2,21,2012-01-07,0.8449612403100775,0.6170212765957447,0.20797512550672467,0.13047503980728425,0.7628865979381444,False,265,2012,1,7,5
151,1950,1,0.261904761904762,5,8,2018-01-20,0.372093023255814,0.22340425531914895,0.053462505924444764,0.007186726394906372,0.4329896907216495,False,1088,2018,1,20,5
152,1722,1,0.2857142857142858,2,23,2013-02-17,0.7596899224806202,0.9148936170212766,0.30862073548937663,0.21841091558618322,0.7835051546391752,False,163,2013,2,17,6
153,833,1,0.6428571428571428,5,57,2011-04-20,0.8992248062015502,0.5106382978723404,0.11118323970950675,0.022985623563994508,0.4226804123711341,False,1449,2011,4,20,2
154,461,1,0.5238095238095237,5,38,2011-10-07,0.8604651162790697,0.20212765957446807,0.03484861501454328,0.004879262335996386,0.4639175257731959,False,311,2011,10,7,4
155,358,1,0.5476190476190477,0,28,2013-10-03,0.7054263565891472,0.40425531914893614,0.06737491707728871,0.013422073345553863,0.4226804123711341,False,1257,2013,10,3,3
156,1106,1,0.5952380952380953,5,70,2016-05-14,0.5038759689922481,0.5638297872340424,0.13475430093330093,0.050378628669022346,0.31958762886597936,True,196,2016,5,14,5
157,1528,0,0.7142857142857144,2,39,2015-06-07,0.5813953488372092,0.40425531914893614,0.04418017111925725,0.010322139349200846,0.18556701030927836,True,1323,2015,6,7,6
158,2052,1,0.7619047619047619,3,45,2014-03-22,0.6744186046511629,0.5425531914893618,0.05830698765083131,0.01568026107398961,0.31958762886597936,True,1622,2014,3,22,5
159,302,1,0.7142857142857144,4,46,2013-11-10,0.6976744186046511,0.5851063829787233,0.07716188946127747,0.019897942060624268,0.4742268041237113,False,412,2013,11,10,6
160,140,0,0.7619047619047619,2,73,2016-09-06,0.4806201550387597,0.5212765957446809,0.0679516302506388,0.016643946282939893,0.23711340206185572,False,254,2016,9,6,1
161,1615,0,0.9761904761904763,4,46,2011-04-11,0.8992248062015502,0.12765957446808512,0.05629945249869217,0.005104228761502027,0.07216494845360827,True,988,2011,4,11,0
162,420,1,0.6428571428571428,4,5,2015-03-11,0.5968992248062015,0.1914893617021277,0.020981457100515064,0.003350204483453542,0.6082474226804124,False,885,2015,3,11,2
163,1559,0,0.6666666666666667,5,55,2013-04-04,0.7441860465116279,0.5744680851063829,0.03650134482564667,0.01288104587280101,0.7010309278350516,False,202,2013,4,4,3
